"Субъект","Пункт ФПСР","Наименование статистического показателя","Значение статистического показателя (за январь - март 2017 г.)"
"Челябинская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",518
"Челябинская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",49
"Челябинская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",369
"Челябинская область","3_11","Всего прекращено дел в связи с установлением личности",49
"Челябинская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-46.32290786
"Челябинская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-0.636132316
"Сибирский фед.округ","3_11","Всего разыскивалось лиц",16691
"Сибирский фед.округ","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",7402
"Сибирский фед.округ","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",8903
"Сибирский фед.округ","3_11","Установлено лиц из числа находившихся в розыске",5695
"Сибирский фед.округ","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",2678
"Сибирский фед.округ","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",2707
"Сибирский фед.округ","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",2285
"Сибирский фед.округ","3_11","Всего прекращено дел в связи с установлением личности",249
"Сибирский фед.округ","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-44.02804642
"Сибирский фед.округ","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-7.932692308
"Республика Алтай","3_11","Всего разыскивалось лиц",127
"Республика Алтай","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",64
"Республика Алтай","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",62
"Республика Алтай","3_11","Установлено лиц из числа находившихся в розыске",43
"Республика Алтай","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",36
"Республика Алтай","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",7
"Республика Алтай","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",16
"Республика Алтай","3_11","Всего прекращено дел в связи с установлением личности",0
"Республика Алтай","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-31.70731707
"Республика Алтай","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-3.50877193
"Республика Бурятия","3_11","Всего разыскивалось лиц",769
"Республика Бурятия","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",435
"Республика Бурятия","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",334
"Республика Бурятия","3_11","Установлено лиц из числа находившихся в розыске",141
"Республика Бурятия","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",131
"Республика Бурятия","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",10
"Республика Бурятия","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",76
"Республика Бурятия","3_11","Всего прекращено дел в связи с установлением личности",0
"Республика Бурятия","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-58.02292264
"Республика Бурятия","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-10.57142857
"Республика Тыва","3_11","Всего разыскивалось лиц",329
"Республика Тыва","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",292
"Республика Тыва","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",37
"Республика Тыва","3_11","Установлено лиц из числа находившихся в розыске",130
"Республика Тыва","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",128
"Республика Тыва","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",2
"Республика Тыва","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",2
"Республика Тыва","3_11","Всего прекращено дел в связи с установлением личности",0
"Республика Тыва","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",32.25806452
"Республика Тыва","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-18.60465116
"Республика Хакасия","3_11","Всего разыскивалось лиц",582
"Республика Хакасия","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",293
"Республика Хакасия","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",264
"Республика Хакасия","3_11","Установлено лиц из числа находившихся в розыске",234
"Республика Хакасия","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",98
"Республика Хакасия","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",111
"Республика Хакасия","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",36
"Республика Хакасия","3_11","Всего прекращено дел в связи с установлением личности",3
"Республика Хакасия","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-41.64133739
"Республика Хакасия","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-12.4260355
"Алтайский край","3_11","Всего разыскивалось лиц",1877
"Алтайский край","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",451
"Алтайский край","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1349
"Алтайский край","3_11","Установлено лиц из числа находившихся в розыске",1211
"Алтайский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",235
"Алтайский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",904
"Алтайский край","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",216
"Алтайский край","3_11","Всего прекращено дел в связи с установлением личности",5
"Алтайский край","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-60.22514071
"Алтайский край","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-3.470715835
"Красноярский край","3_11","Всего разыскивалось лиц",3480
"Красноярский край","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1304
"Красноярский край","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",2076
"Красноярский край","3_11","Установлено лиц из числа находившихся в розыске",952
"Красноярский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",385
"Красноярский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",480
"Красноярский край","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",387
"Красноярский край","3_11","Всего прекращено дел в связи с установлением личности",22
"Красноярский край","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-31.46747352
"Красноярский край","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-10.80472707
"Иркутская область","3_11","Всего разыскивалось лиц",2721
"Иркутская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",916
"Иркутская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1692
"Иркутская область","3_11","Установлено лиц из числа находившихся в розыске",428
"Иркутская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",269
"Иркутская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",97
"Иркутская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",435
"Иркутская область","3_11","Всего прекращено дел в связи с установлением личности",17
"Иркутская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-45.14435696
"Иркутская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-1.680149347
"Кемеровская область","3_11","Всего разыскивалось лиц",1805
"Кемеровская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1280
"Кемеровская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",508
"Кемеровская область","3_11","Установлено лиц из числа находившихся в розыске",968
"Кемеровская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",578
"Кемеровская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",373
"Кемеровская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",221
"Кемеровская область","3_11","Всего прекращено дел в связи с установлением личности",155
"Кемеровская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-47.90732436
"Кемеровская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-65.05681818
"Новосибирская область","3_11","Всего разыскивалось лиц",1581
"Новосибирская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",748
"Новосибирская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",803
"Новосибирская область","3_11","Установлено лиц из числа находившихся в розыске",454
"Новосибирская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",228
"Новосибирская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",200
"Новосибирская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",279
"Новосибирская область","3_11","Всего прекращено дел в связи с установлением личности",28
"Новосибирская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-47.87564767
"Новосибирская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-1.827242525
"Омская область","3_11","Всего разыскивалось лиц",1196
"Омская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",639
"Омская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",554
"Омская область","3_11","Установлено лиц из числа находившихся в розыске",344
"Омская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",194
"Омская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",148
"Омская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",235
"Омская область","3_11","Всего прекращено дел в связи с установлением личности",10
"Омская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-37.03170029
"Омская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",5.483028721
"Томская область","3_11","Всего разыскивалось лиц",786
"Томская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",316
"Томская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",457
"Томская область","3_11","Установлено лиц из числа находившихся в розыске",215
"Томская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",125
"Томская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",77
"Томская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",231
"Томская область","3_11","Всего прекращено дел в связи с установлением личности",4
"Томская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-28.40909091
"Томская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",16.20795107
"Забайкальский край","3_11","Всего разыскивалось лиц",1438
"Забайкальский край","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",664
"Забайкальский край","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",767
"Забайкальский край","3_11","Установлено лиц из числа находившихся в розыске",575
"Забайкальский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",271
"Забайкальский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",298
"Забайкальский край","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",151
"Забайкальский край","3_11","Всего прекращено дел в связи с установлением личности",5
"Забайкальский край","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-53.47137637
"Забайкальский край","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-11.17424242
"Дальневосточный фед.округ","3_11","Всего разыскивалось лиц",7915
"Дальневосточный фед.округ","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",3972
"Дальневосточный фед.округ","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",3620
"Дальневосточный фед.округ","3_11","Установлено лиц из числа находившихся в розыске",2200
"Дальневосточный фед.округ","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1276
"Дальневосточный фед.округ","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",654
"Дальневосточный фед.округ","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",989
"Дальневосточный фед.округ","3_11","Всего прекращено дел в связи с установлением личности",183
"Дальневосточный фед.округ","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-42.140618
"Дальневосточный фед.округ","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-1.257647859
"Республика Саха (Якутия)","3_11","Всего разыскивалось лиц",1090
"Республика Саха (Якутия)","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",457
"Республика Саха (Якутия)","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",626
"Республика Саха (Якутия)","3_11","Установлено лиц из числа находившихся в розыске",262
"Республика Саха (Якутия)","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",133
"Республика Саха (Якутия)","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",122
"Республика Саха (Якутия)","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",81
"Республика Саха (Якутия)","3_11","Всего прекращено дел в связи с установлением личности",23
"Республика Саха (Якутия)","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-44.96268657
"Республика Саха (Якутия)","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-0.8
"Приморский край","3_11","Всего разыскивалось лиц",2037
"Приморский край","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1173
"Приморский край","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",795
"Приморский край","3_11","Установлено лиц из числа находившихся в розыске",504
"Приморский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",346
"Приморский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",104
"Приморский край","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",268
"Приморский край","3_11","Всего прекращено дел в связи с установлением личности",41
"Приморский край","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-41.95011338
"Приморский край","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",195.5947137
"Хабаровский край","3_11","Всего разыскивалось лиц",1616
"Хабаровский край","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",891
"Хабаровский край","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",627
"Хабаровский край","3_11","Установлено лиц из числа находившихся в розыске",389
"Хабаровский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",288
"Хабаровский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",35
"Хабаровский край","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",265
"Хабаровский край","3_11","Всего прекращено дел в связи с установлением личности",87
"Хабаровский край","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-52.86059629
"Хабаровский край","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-46.42184557
"Камчатский край","3_11","Всего разыскивалось лиц",452
"Камчатский край","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",212
"Камчатский край","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",232
"Камчатский край","3_11","Установлено лиц из числа находившихся в розыске",74
"Камчатский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",61
"Камчатский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",5
"Камчатский край","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",29
"Камчатский край","3_11","Всего прекращено дел в связи с установлением личности",2
"Камчатский край","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-37.23849372
"Камчатский край","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",35.54216867
"Амурская область","3_11","Всего разыскивалось лиц",1314
"Амурская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",446
"Амурская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",739
"Амурская область","3_11","Установлено лиц из числа находившихся в розыске",687
"Амурская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",180
"Амурская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",380
"Амурская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",232
"Амурская область","3_11","Всего прекращено дел в связи с установлением личности",23
"Амурская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-32.74111675
"Амурская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",2.915451895
"Магаданская область","3_11","Всего разыскивалось лиц",326
"Магаданская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",199
"Магаданская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",118
"Магаданская область","3_11","Установлено лиц из числа находившихся в розыске",77
"Магаданская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",70
"Магаданская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",1
"Магаданская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",17
"Магаданская область","3_11","Всего прекращено дел в связи с установлением личности",1
"Магаданская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-22.56097561
"Магаданская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",5.405405405
"Сахалинская область","3_11","Всего разыскивалось лиц",730
"Сахалинская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",448
"Сахалинская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",280
"Сахалинская область","3_11","Установлено лиц из числа находившихся в розыске",151
"Сахалинская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",146
"Сахалинская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",4
"Сахалинская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",82
"Сахалинская область","3_11","Всего прекращено дел в связи с установлением личности",4
"Сахалинская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-22.42268041
"Сахалинская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-24.93150685
"Еврейская АО","3_11","Всего разыскивалось лиц",224
"Еврейская АО","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",129
"Еврейская АО","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",94
"Еврейская АО","3_11","Установлено лиц из числа находившихся в розыске",52
"Еврейская АО","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",49
"Еврейская АО","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",2
"Еврейская АО","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",15
"Еврейская АО","3_11","Всего прекращено дел в связи с установлением личности",2
"Еврейская АО","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-49.36708861
"Еврейская АО","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",39.39393939
"Чукотский АО","3_11","Всего разыскивалось лиц",126
"Чукотский АО","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",17
"Чукотский АО","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",109
"Чукотский АО","3_11","Установлено лиц из числа находившихся в розыске",4
"Чукотский АО","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",3
"Чукотский АО","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",1
"Чукотский АО","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",0
"Чукотский АО","3_11","Всего прекращено дел в связи с установлением личности",0
"Чукотский АО","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-43.47826087
"Чукотский АО","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",5.882352941
"Всего по России ","3_11","Всего разыскивалось лиц",112179
"Всего по России ","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",58320
"Всего по России ","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",51782
"Всего по России ","3_11","Установлено лиц из числа находившихся в розыске",27164
"Всего по России ","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",16320
"Всего по России ","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",9215
"Всего по России ","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",17215
"Всего по России ","3_11","Всего прекращено дел в связи с установлением личности",1313
"Всего по России ","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-33.26082264
"Всего по России ","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-13.27810451
