"Субъект","Пункт ФПСР","Наименование статистического показателя","Значение статистического показателя (за январь - март 2018 г.)"
"Челябинская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",487
"Челябинская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",21
"Челябинская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",323
"Челябинская область","3_11","Всего прекращено дел в связи с установлением личности",27
"Челябинская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)","-50,54945055"
"Челябинская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)","-0,381679389"
"Сибирский фед.округ","3_11","Всего разыскивалось лиц",15627
"Сибирский фед.округ","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",6852
"Сибирский фед.округ","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",8358
"Сибирский фед.округ","3_11","Установлено лиц из числа находившихся в розыске",5174
"Сибирский фед.округ","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",2506
"Сибирский фед.округ","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",2314
"Сибирский фед.округ","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",1715
"Сибирский фед.округ","3_11","Всего прекращено дел в связи с установлением личности",192
"Сибирский фед.округ","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)","-47,8844294"
"Сибирский фед.округ","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)","-10,32151442"
"Республика Алтай","3_11","Всего разыскивалось лиц",135
"Республика Алтай","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",66
"Республика Алтай","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",69
"Республика Алтай","3_11","Установлено лиц из числа находившихся в розыске",50
"Республика Алтай","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",38
"Республика Алтай","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",12
"Республика Алтай","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",16
"Республика Алтай","3_11","Всего прекращено дел в связи с установлением личности",1
"Республика Алтай","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)","-31,70731707"
"Республика Алтай","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",0
"Республика Бурятия","3_11","Всего разыскивалось лиц",714
"Республика Бурятия","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",400
"Республика Бурятия","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",314
"Республика Бурятия","3_11","Установлено лиц из числа находившихся в розыске",129
"Республика Бурятия","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",113
"Республика Бурятия","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",16
"Республика Бурятия","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",66
"Республика Бурятия","3_11","Всего прекращено дел в связи с установлением личности",1
"Республика Бурятия","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)","-59,31232092"
"Республика Бурятия","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)","-15,71428571"
"Республика Тыва","3_11","Всего разыскивалось лиц",361
"Республика Тыва","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",307
"Республика Тыва","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",54
"Республика Тыва","3_11","Установлено лиц из числа находившихся в розыске",168
"Республика Тыва","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",158
"Республика Тыва","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",10
"Республика Тыва","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",5
"Республика Тыва","3_11","Всего прекращено дел в связи с установлением личности",1
"Республика Тыва","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)","19,35483871"
"Республика Тыва","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",0
"Республика Хакасия","3_11","Всего разыскивалось лиц",588
"Республика Хакасия","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",300
"Республика Хакасия","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",245
"Республика Хакасия","3_11","Установлено лиц из числа находившихся в розыске",273
"Республика Хакасия","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",134
"Республика Хакасия","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",97
"Республика Хакасия","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",32
"Республика Хакасия","3_11","Всего прекращено дел в связи с установлением личности",0
"Республика Хакасия","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)","-49,84802432"
"Республика Хакасия","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)","-13,01775148"
"Алтайский край","3_11","Всего разыскивалось лиц",1872
"Алтайский край","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",394
"Алтайский край","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1348
"Алтайский край","3_11","Установлено лиц из числа находившихся в розыске",1221
"Алтайский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",192
"Алтайский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",904
"Алтайский край","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",147
"Алтайский край","3_11","Всего прекращено дел в связи с установлением личности",6
"Алтайский край","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)","-62,28893058"
"Алтайский край","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)","-4,555314534"
"Красноярский край","3_11","Всего разыскивалось лиц",3145
"Красноярский край","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1086
"Красноярский край","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1974
"Красноярский край","3_11","Установлено лиц из числа находившихся в розыске",852
"Красноярский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",328
"Красноярский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",449
"Красноярский край","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",312
"Красноярский край","3_11","Всего прекращено дел в связи с установлением личности",19
"Красноярский край","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)","-42,73827534"
"Красноярский край","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)","-15,3629713"
"Иркутская область","3_11","Всего разыскивалось лиц",2685
"Иркутская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",933
"Иркутская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1655
"Иркутская область","3_11","Установлено лиц из числа находившихся в розыске",419
"Иркутская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",290
"Иркутская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",71
"Иркутская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",285
"Иркутская область","3_11","Всего прекращено дел в связи с установлением личности",13
"Иркутская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)","-44,26946632"
"Иркутская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)","-3,360298693"
"Кемеровская область","3_11","Всего разыскивалось лиц",1654
"Кемеровская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1122
"Кемеровская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",520
"Кемеровская область","3_11","Установлено лиц из числа находившихся в розыске",868
"Кемеровская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",474
"Кемеровская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",382
"Кемеровская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",157
"Кемеровская область","3_11","Всего прекращено дел в связи с установлением личности",120
"Кемеровская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)","-52,09267564"
"Кемеровская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)","-62,5"
"Новосибирская область","3_11","Всего разыскивалось лиц",1503
"Новосибирская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",738
"Новосибирская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",725
"Новосибирская область","3_11","Установлено лиц из числа находившихся в розыске",390
"Новосибирская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",224
"Новосибирская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",132
"Новосибирская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",240
"Новосибирская область","3_11","Всего прекращено дел в связи с установлением личности",17
"Новосибирская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)","-47,25388601"
"Новосибирская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)","-2,325581395"
"Омская область","3_11","Всего разыскивалось лиц",1199
"Омская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",652
"Омская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",544
"Омская область","3_11","Установлено лиц из числа находившихся в розыске",375
"Омская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",225
"Омская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",148
"Омская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",211
"Омская область","3_11","Всего прекращено дел в связи с установлением личности",11
"Омская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)","-38,76080692"
"Омская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)","3,133159269"
"Томская область","3_11","Всего разыскивалось лиц",777
"Томская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",336
"Томская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",435
"Томская область","3_11","Установлено лиц из числа находившихся в розыске",224
"Томская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",151
"Томская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",68
"Томская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",112
"Томская область","3_11","Всего прекращено дел в связи с установлением личности",2
"Томская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)","-32,1969697"
"Томская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)","11,9266055"
"Забайкальский край","3_11","Всего разыскивалось лиц",994
"Забайкальский край","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",518
"Забайкальский край","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",475
"Забайкальский край","3_11","Установлено лиц из числа находившихся в розыске",205
"Забайкальский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",179
"Забайкальский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",25
"Забайкальский край","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",132
"Забайкальский край","3_11","Всего прекращено дел в связи с установлением личности",1
"Забайкальский край","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)","-58,95249695"
"Забайкальский край","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)","-14,96212121"
"Дальневосточный фед.округ","3_11","Всего разыскивалось лиц",7396
"Дальневосточный фед.округ","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",3513
"Дальневосточный фед.округ","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",3638
"Дальневосточный фед.округ","3_11","Установлено лиц из числа находившихся в розыске",2176
"Дальневосточный фед.округ","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1138
"Дальневосточный фед.округ","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",826
"Дальневосточный фед.округ","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",798
"Дальневосточный фед.округ","3_11","Всего прекращено дел в связи с установлением личности",134
"Дальневосточный фед.округ","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)","-47,44738021"
"Дальневосточный фед.округ","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)","-5,74439157"
"Республика Саха (Якутия)","3_11","Всего разыскивалось лиц",1095
"Республика Саха (Якутия)","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",391
"Республика Саха (Якутия)","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",687
"Республика Саха (Якутия)","3_11","Установлено лиц из числа находившихся в розыске",305
"Республика Саха (Якутия)","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",102
"Республика Саха (Якутия)","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",186
"Республика Саха (Якутия)","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",67
"Республика Саха (Якутия)","3_11","Всего прекращено дел в связи с установлением личности",19
"Республика Саха (Якутия)","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)","-49,81343284"
"Республика Саха (Якутия)","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)","-0,2"
"Приморский край","3_11","Всего разыскивалось лиц",1974
"Приморский край","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1106
"Приморский край","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",818
"Приморский край","3_11","Установлено лиц из числа находившихся в розыске",514
"Приморский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",362
"Приморский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",110
"Приморский край","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",226
"Приморский край","3_11","Всего прекращено дел в связи с установлением личности",31
"Приморский край","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)","-43,91534392"
"Приморский край","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)","205,2863436"
"Хабаровский край","3_11","Всего разыскивалось лиц",1357
"Хабаровский край","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",783
"Хабаровский край","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",504
"Хабаровский край","3_11","Установлено лиц из числа находившихся в розыске",370
"Хабаровский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",274
"Хабаровский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",47
"Хабаровский край","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",181
"Хабаровский край","3_11","Всего прекращено дел в связи с установлением личности",50
"Хабаровский край","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)","-59,38759065"
"Хабаровский край","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)","-57,62711864"
"Камчатский край","3_11","Всего разыскивалось лиц",448
"Камчатский край","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",210
"Камчатский край","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",236
"Камчатский край","3_11","Установлено лиц из числа находившихся в розыске",74
"Камчатский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",67
"Камчатский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",5
"Камчатский край","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",23
"Камчатский край","3_11","Всего прекращено дел в связи с установлением личности",1
"Камчатский край","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)","-40,16736402"
"Камчатский край","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)","33,73493976"
"Амурская область","3_11","Всего разыскивалось лиц",1332
"Амурская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",416
"Амурская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",813
"Амурская область","3_11","Установлено лиц из числа находившихся в розыске",736
"Амурская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",168
"Амурская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",467
"Амурская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",196
"Амурская область","3_11","Всего прекращено дел в связи с установлением личности",27
"Амурская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)","-37,05583756"
"Амурская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)","0,874635569"
"Магаданская область","3_11","Всего разыскивалось лиц",268
"Магаданская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",148
"Магаданская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",117
"Магаданская область","3_11","Установлено лиц из числа находившихся в розыске",48
"Магаданская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",44
"Магаданская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",3
"Магаданская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",15
"Магаданская область","3_11","Всего прекращено дел в связи с установлением личности",0
"Магаданская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)","-37,19512195"
"Магаданская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)","1,801801802"
"Сахалинская область","3_11","Всего разыскивалось лиц",583
"Сахалинская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",326
"Сахалинская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",257
"Сахалинская область","3_11","Установлено лиц из числа находившихся в розыске",72
"Сахалинская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",70
"Сахалинская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",2
"Сахалинская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",76
"Сахалинская область","3_11","Всего прекращено дел в связи с установлением личности",6
"Сахалинская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)","-34,02061856"
"Сахалинская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)","-31,23287671"
"Еврейская АО","3_11","Всего разыскивалось лиц",220
"Еврейская АО","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",121
"Еврейская АО","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",99
"Еврейская АО","3_11","Установлено лиц из числа находившихся в розыске",56
"Еврейская АО","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",50
"Еврейская АО","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",6
"Еврейская АО","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",14
"Еврейская АО","3_11","Всего прекращено дел в связи с установлением личности",0
"Еврейская АО","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)","-55,06329114"
"Еврейская АО","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)","40,90909091"
"Чукотский АО","3_11","Всего разыскивалось лиц",119
"Чукотский АО","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",12
"Чукотский АО","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",107
"Чукотский АО","3_11","Установлено лиц из числа находившихся в розыске",1
"Чукотский АО","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1
"Чукотский АО","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",0
"Чукотский АО","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",0
"Чукотский АО","3_11","Всего прекращено дел в связи с установлением личности",0
"Чукотский АО","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)","-52,17391304"
"Чукотский АО","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)","3,921568627"
"Всего по России ","3_11","Всего разыскивалось лиц",107152
"Всего по России ","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",56722
"Всего по России ","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",48503
"Всего по России ","3_11","Установлено лиц из числа находившихся в розыске",25529
"Всего по России ","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",15805
"Всего по России ","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",8174
"Всего по России ","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",14408
"Всего по России ","3_11","Всего прекращено дел в связи с установлением личности",1058
"Всего по России ","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)","-34,90808854"
"Всего по России ","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)","-17,53620439"
