"Субъект","Пункт ФПСР","Наименование статистического показателя","Значение статистического показателя (за январь - сентябрь 2016 г.)"
"Челябинская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1632
"Челябинская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",191
"Челябинская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",559
"Челябинская область","3_11","Всего прекращено дел в связи с установлением личности",169
"Челябинская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-39.47590871
"Челябинская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",1.945525292
"Сибирский фед.округ","3_11","Всего разыскивалось лиц",32472
"Сибирский фед.округ","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",15210
"Сибирский фед.округ","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",15807
"Сибирский фед.округ","3_11","Установлено лиц из числа находившихся в розыске",20179
"Сибирский фед.округ","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",9581
"Сибирский фед.округ","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",9234
"Сибирский фед.округ","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",3253
"Сибирский фед.округ","3_11","Всего прекращено дел в связи с установлением личности",781
"Сибирский фед.округ","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-35.82817706
"Сибирский фед.округ","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-6.798278165
"Республика Алтай","3_11","Всего разыскивалось лиц",267
"Республика Алтай","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",176
"Республика Алтай","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",90
"Республика Алтай","3_11","Установлено лиц из числа находившихся в розыске",168
"Республика Алтай","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",138
"Республика Алтай","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",30
"Республика Алтай","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",22
"Республика Алтай","3_11","Всего прекращено дел в связи с установлением личности",3
"Республика Алтай","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-35.71428571
"Республика Алтай","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-3.389830508
"Республика Бурятия","3_11","Всего разыскивалось лиц",1316
"Республика Бурятия","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",902
"Республика Бурятия","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",414
"Республика Бурятия","3_11","Установлено лиц из числа находившихся в розыске",627
"Республика Бурятия","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",563
"Республика Бурятия","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",64
"Республика Бурятия","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",107
"Республика Бурятия","3_11","Всего прекращено дел в связи с установлением личности",17
"Республика Бурятия","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-53.99719495
"Республика Бурятия","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-9.809264305
"Республика Тыва","3_11","Всего разыскивалось лиц",723
"Республика Тыва","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",669
"Республика Тыва","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",53
"Республика Тыва","3_11","Установлено лиц из числа находившихся в розыске",514
"Республика Тыва","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",496
"Республика Тыва","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",17
"Республика Тыва","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",7
"Республика Тыва","3_11","Всего прекращено дел в связи с установлением личности",1
"Республика Тыва","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",64.76190476
"Республика Тыва","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-20
"Республика Хакасия","3_11","Всего разыскивалось лиц",1434
"Республика Хакасия","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",679
"Республика Хакасия","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",654
"Республика Хакасия","3_11","Установлено лиц из числа находившихся в розыске",1042
"Республика Хакасия","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",443
"Республика Хакасия","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",499
"Республика Хакасия","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",43
"Республика Хакасия","3_11","Всего прекращено дел в связи с установлением личности",8
"Республика Хакасия","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-33.63095238
"Республика Хакасия","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-13.2183908
"Алтайский край","3_11","Всего разыскивалось лиц",4902
"Алтайский край","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1040
"Алтайский край","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",3398
"Алтайский край","3_11","Установлено лиц из числа находившихся в розыске",4170
"Алтайский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",768
"Алтайский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",2948
"Алтайский край","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",267
"Алтайский край","3_11","Всего прекращено дел в связи с установлением личности",12
"Алтайский край","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-54.64098074
"Алтайский край","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-2.212389381
"Красноярский край","3_11","Всего разыскивалось лиц",6019
"Красноярский край","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",2527
"Красноярский край","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",3181
"Красноярский край","3_11","Установлено лиц из числа находившихся в розыске",3263
"Красноярский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1491
"Красноярский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",1476
"Красноярский край","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",451
"Красноярский край","3_11","Всего прекращено дел в связи с установлением личности",28
"Красноярский край","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-26.45541636
"Красноярский край","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-8.125
"Иркутская область","3_11","Всего разыскивалось лиц",4239
"Иркутская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1841
"Иркутская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",2046
"Иркутская область","3_11","Установлено лиц из числа находившихся в розыске",1679
"Иркутская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1009
"Иркутская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",372
"Иркутская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",561
"Иркутская область","3_11","Всего прекращено дел в связи с установлением личности",46
"Иркутская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-29.64563526
"Иркутская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-1.952410006
"Кемеровская область","3_11","Всего разыскивалось лиц",4120
"Кемеровская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",2720
"Кемеровская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1364
"Кемеровская область","3_11","Установлено лиц из числа находившихся в розыске",3092
"Кемеровская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1931
"Кемеровская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",1125
"Кемеровская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",589
"Кемеровская область","3_11","Всего прекращено дел в связи с установлением личности",487
"Кемеровская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-45.91611479
"Кемеровская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-56.21890547
"Новосибирская область","3_11","Всего разыскивалось лиц",2817
"Новосибирская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1362
"Новосибирская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1386
"Новосибирская область","3_11","Установлено лиц из числа находившихся в розыске",1566
"Новосибирская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",737
"Новосибирская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",767
"Новосибирская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",404
"Новосибирская область","3_11","Всего прекращено дел в связи с установлением личности",105
"Новосибирская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-36.95881732
"Новосибирская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-1.317957166
"Омская область","3_11","Всего разыскивалось лиц",2337
"Омская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1331
"Омская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",990
"Омская область","3_11","Установлено лиц из числа находившихся в розыске",1422
"Омская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",829
"Омская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",578
"Омская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",312
"Омская область","3_11","Всего прекращено дел в связи с установлением личности",29
"Омская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-32.69493844
"Омская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",8.355795148
"Томская область","3_11","Всего разыскивалось лиц",1482
"Томская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",713
"Томская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",730
"Томская область","3_11","Установлено лиц из числа находившихся в розыске",817
"Томская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",446
"Томская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",333
"Томская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",306
"Томская область","3_11","Всего прекращено дел в связи с установлением личности",21
"Томская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-12.71477663
"Томская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",16.16766467
"Забайкальский край","3_11","Всего разыскивалось лиц",2816
"Забайкальский край","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1250
"Забайкальский край","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1501
"Забайкальский край","3_11","Установлено лиц из числа находившихся в розыске",1819
"Забайкальский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",730
"Забайкальский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",1025
"Забайкальский край","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",184
"Забайкальский край","3_11","Всего прекращено дел в связи с установлением личности",24
"Забайкальский край","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-38.02816901
"Забайкальский край","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-10.24667932
"Дальневосточный фед.округ","3_11","Всего разыскивалось лиц",13639
"Дальневосточный фед.округ","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",6914
"Дальневосточный фед.округ","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",5820
"Дальневосточный фед.округ","3_11","Установлено лиц из числа находившихся в розыске",7420
"Дальневосточный фед.округ","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",3938
"Дальневосточный фед.округ","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",2634
"Дальневосточный фед.округ","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",1806
"Дальневосточный фед.округ","3_11","Всего прекращено дел в связи с установлением личности",604
"Дальневосточный фед.округ","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-34.40786465
"Дальневосточный фед.округ","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",2.636083533
"Республика Саха (Якутия)","3_11","Всего разыскивалось лиц",1811
"Республика Саха (Якутия)","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",645
"Республика Саха (Якутия)","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1148
"Республика Саха (Якутия)","3_11","Установлено лиц из числа находившихся в розыске",963
"Республика Саха (Якутия)","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",326
"Республика Саха (Якутия)","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",620
"Республика Саха (Якутия)","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",216
"Республика Саха (Якутия)","3_11","Всего прекращено дел в связи с установлением личности",143
"Республика Саха (Якутия)","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-45.54263566
"Республика Саха (Якутия)","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",1.408450704
"Приморский край","3_11","Всего разыскивалось лиц",3598
"Приморский край","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",2187
"Приморский край","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1187
"Приморский край","3_11","Установлено лиц из числа находившихся в розыске",1863
"Приморский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1218
"Приморский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",444
"Приморский край","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",400
"Приморский край","3_11","Всего прекращено дел в связи с установлением личности",98
"Приморский край","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-27.88753799
"Приморский край","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",168.2352941
"Хабаровский край","3_11","Всего разыскивалось лиц",2669
"Хабаровский край","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1615
"Хабаровский край","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",847
"Хабаровский край","3_11","Установлено лиц из числа находившихся в розыске",1227
"Хабаровский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",911
"Хабаровский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",134
"Хабаровский край","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",648
"Хабаровский край","3_11","Всего прекращено дел в связи с установлением личности",216
"Хабаровский край","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-43.01346801
"Хабаровский край","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-36.23046875
"Камчатский край","3_11","Всего разыскивалось лиц",640
"Камчатский край","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",369
"Камчатский край","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",253
"Камчатский край","3_11","Установлено лиц из числа находившихся в розыске",243
"Камчатский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",206
"Камчатский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",21
"Камчатский край","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",41
"Камчатский край","3_11","Всего прекращено дел в связи с установлением личности",5
"Камчатский край","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-31.6017316
"Камчатский край","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",32.93413174
"Амурская область","3_11","Всего разыскивалось лиц",3014
"Амурская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",872
"Амурская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1729
"Амурская область","3_11","Установлено лиц из числа находившихся в розыске",2371
"Амурская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",591
"Амурская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",1370
"Амурская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",347
"Амурская область","3_11","Всего прекращено дел в связи с установлением личности",120
"Амурская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-32.85024155
"Амурская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",0.859598854
"Магаданская область","3_11","Всего разыскивалось лиц",509
"Магаданская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",364
"Магаданская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",125
"Магаданская область","3_11","Установлено лиц из числа находившихся в розыске",250
"Магаданская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",226
"Магаданская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",7
"Магаданская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",24
"Магаданская область","3_11","Всего прекращено дел в связи с установлением личности",4
"Магаданская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-23.8372093
"Магаданская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",6.666666667
"Сахалинская область","3_11","Всего разыскивалось лиц",898
"Сахалинская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",587
"Сахалинская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",309
"Сахалинская область","3_11","Установлено лиц из числа находившихся в розыске",320
"Сахалинская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",298
"Сахалинская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",20
"Сахалинская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",112
"Сахалинская область","3_11","Всего прекращено дел в связи с установлением личности",16
"Сахалинская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-23.45013477
"Сахалинская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-22.31638418
"Еврейская АО","3_11","Всего разыскивалось лиц",365
"Еврейская АО","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",254
"Еврейская АО","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",108
"Еврейская АО","3_11","Установлено лиц из числа находившихся в розыске",178
"Еврейская АО","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",160
"Еврейская АО","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",15
"Еврейская АО","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",18
"Еврейская АО","3_11","Всего прекращено дел в связи с установлением личности",2
"Еврейская АО","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-35.61643836
"Еврейская АО","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",37.87878788
"Чукотский АО","3_11","Всего разыскивалось лиц",135
"Чукотский АО","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",21
"Чукотский АО","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",114
"Чукотский АО","3_11","Установлено лиц из числа находившихся в розыске",5
"Чукотский АО","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",2
"Чукотский АО","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",3
"Чукотский АО","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",0
"Чукотский АО","3_11","Всего прекращено дел в связи с установлением личности",0
"Чукотский АО","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-15
"Чукотский АО","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",0.961538462
"Всего по России ","3_11","Всего разыскивалось лиц",181852
"Всего по России ","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",97576
"Всего по России ","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",78332
"Всего по России ","3_11","Установлено лиц из числа находившихся в розыске",89367
"Всего по России ","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",50906
"Всего по России ","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",33037
"Всего по России ","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",24213
"Всего по России ","3_11","Всего прекращено дел в связи с установлением личности",4541
"Всего по России ","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-27.3543273
"Всего по России ","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-10.58907804
