"Субъект","Пункт ФПСР","Наименование статистического показателя","Значение статистического показателя (за январь - декабрь 2014 г.)"
"Республика Алтай","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-11.86440678
"Республика Бурятия","3_11","Всего разыскивалось лиц",1980
"Республика Бурятия","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1439
"Республика Бурятия","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",523
"Республика Бурятия","3_11","Установлено лиц из числа находившихся в розыске",1045
"Республика Бурятия","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",883
"Республика Бурятия","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",144
"Республика Бурятия","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",341
"Республика Бурятия","3_11","Всего прекращено дел в связи с установлением личности",25
"Республика Бурятия","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-22.04379562
"Республика Бурятия","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",0
"Республика Тыва","3_11","Всего разыскивалось лиц",668
"Республика Тыва","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",574
"Республика Тыва","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",92
"Республика Тыва","3_11","Установлено лиц из числа находившихся в розыске",520
"Республика Тыва","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",476
"Республика Тыва","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",43
"Республика Тыва","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",19
"Республика Тыва","3_11","Всего прекращено дел в связи с установлением личности",0
"Республика Тыва","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-3.921568627
"Республика Тыва","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-17.0212766
"Республика Хакасия","3_11","Всего разыскивалось лиц",2024
"Республика Хакасия","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1033
"Республика Хакасия","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",869
"Республика Хакасия","3_11","Установлено лиц из числа находившихся в розыске",1571
"Республика Хакасия","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",739
"Республика Хакасия","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",712
"Республика Хакасия","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",165
"Республика Хакасия","3_11","Всего прекращено дел в связи с установлением личности",12
"Республика Хакасия","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-16.36904762
"Республика Хакасия","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-10.71428571
"Алтайский край","3_11","Всего разыскивалось лиц",6347
"Алтайский край","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1519
"Алтайский край","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",4467
"Алтайский край","3_11","Установлено лиц из числа находившихся в розыске",5547
"Алтайский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1173
"Алтайский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",4016
"Алтайский край","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",311
"Алтайский край","3_11","Всего прекращено дел в связи с установлением личности",36
"Алтайский край","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-41.03019538
"Алтайский край","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-1.766004415
"Красноярский край","3_11","Всего разыскивалось лиц",7382
"Красноярский край","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",3115
"Красноярский край","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",3707
"Красноярский край","3_11","Установлено лиц из числа находившихся в розыске",4410
"Красноярский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1989
"Красноярский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",1882
"Красноярский край","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",1610
"Красноярский край","3_11","Всего прекращено дел в связи с установлением личности",76
"Красноярский край","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-19.2893401
"Красноярский край","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-3.236797274
"Иркутская область","3_11","Всего разыскивалось лиц",5894
"Иркутская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",2745
"Иркутская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",2264
"Иркутская область","3_11","Установлено лиц из числа находившихся в розыске",3121
"Иркутская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1790
"Иркутская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",550
"Иркутская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",1894
"Иркутская область","3_11","Всего прекращено дел в связи с установлением личности",167
"Иркутская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-22.73489933
"Иркутская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",0.427350427
"Кемеровская область","3_11","Всего разыскивалось лиц",5482
"Кемеровская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",4053
"Кемеровская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1414
"Кемеровская область","3_11","Установлено лиц из числа находившихся в розыске",3946
"Кемеровская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",2953
"Кемеровская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",978
"Кемеровская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",708
"Кемеровская область","3_11","Всего прекращено дел в связи с установлением личности",523
"Кемеровская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-24.19006479
"Кемеровская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-25.99531616
"Новосибирская область","3_11","Всего разыскивалось лиц",4137
"Новосибирская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",2186
"Новосибирская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1800
"Новосибирская область","3_11","Установлено лиц из числа находившихся в розыске",2702
"Новосибирская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1419
"Новосибирская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",1147
"Новосибирская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",1486
"Новосибирская область","3_11","Всего прекращено дел в связи с установлением личности",263
"Новосибирская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-23.1557377
"Новосибирская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",1.003344482
"Омская область","3_11","Всего разыскивалось лиц",3165
"Омская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1915
"Омская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1233
"Омская область","3_11","Установлено лиц из числа находившихся в розыске",2184
"Омская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1355
"Омская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",814
"Омская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",716
"Омская область","3_11","Всего прекращено дел в связи с установлением личности",87
"Омская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-31.81208054
"Омская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",5.80474934
"Томская область","3_11","Всего разыскивалось лиц",1925
"Томская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",817
"Томская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1046
"Томская область","3_11","Установлено лиц из числа находившихся в розыске",1306
"Томская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",576
"Томская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",668
"Томская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",339
"Томская область","3_11","Всего прекращено дел в связи с установлением личности",29
"Томская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-13.46153846
"Томская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",11.21212121
"Забайкальский край","3_11","Всего разыскивалось лиц",3529
"Забайкальский край","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1825
"Забайкальский край","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1622
"Забайкальский край","3_11","Установлено лиц из числа находившихся в розыске",2397
"Забайкальский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1214
"Забайкальский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",1105
"Забайкальский край","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",272
"Забайкальский край","3_11","Всего прекращено дел в связи с установлением личности",58
"Забайкальский край","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-30.36342321
"Забайкальский край","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-2.495201536
"Дальневосточный фед. округ","3_11","Всего разыскивалось лиц",16862
"Дальневосточный фед. округ","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",8560
"Дальневосточный фед. округ","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",6960
"Дальневосточный фед. округ","3_11","Установлено лиц из числа находившихся в розыске",9946
"Дальневосточный фед. округ","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",5341
"Дальневосточный фед. округ","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",3380
"Дальневосточный фед. округ","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",3091
"Дальневосточный фед. округ","3_11","Всего прекращено дел в связи с установлением личности",945
"Дальневосточный фед. округ","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-29.15137615
"Дальневосточный фед. округ","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",11.28867732
"Республика Саха (Якутия)","3_11","Всего разыскивалось лиц",2311
"Республика Саха (Якутия)","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",734
"Республика Саха (Якутия)","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1520
"Республика Саха (Якутия)","3_11","Установлено лиц из числа находившихся в розыске",1427
"Республика Саха (Якутия)","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",406
"Республика Саха (Якутия)","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",964
"Республика Саха (Якутия)","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",501
"Республика Саха (Якутия)","3_11","Всего прекращено дел в связи с установлением личности",160
"Республика Саха (Якутия)","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-43.88777555
"Республика Саха (Якутия)","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",4.339250493
"Приморский край","3_11","Всего разыскивалось лиц",4553
"Приморский край","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",2730
"Приморский край","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1321
"Приморский край","3_11","Установлено лиц из числа находившихся в розыске",2657
"Приморский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1691
"Приморский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",531
"Приморский край","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",537
"Приморский край","3_11","Всего прекращено дел в связи с установлением личности",125
"Приморский край","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-23.64864865
"Приморский край","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",157.1428571
"Хабаровский край","3_11","Всего разыскивалось лиц",3789
"Хабаровский край","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",2071
"Хабаровский край","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1224
"Хабаровский край","3_11","Установлено лиц из числа находившихся в розыске",1976
"Хабаровский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1262
"Хабаровский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",268
"Хабаровский край","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",1208
"Хабаровский край","3_11","Всего прекращено дел в связи с установлением личности",427
"Хабаровский край","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-31.90761334
"Хабаровский край","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-15.82524272
"Камчатский край","3_11","Всего разыскивалось лиц",747
"Камчатский край","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",449
"Камчатский край","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",253
"Камчатский край","3_11","Установлено лиц из числа находившихся в розыске",373
"Камчатский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",295
"Камчатский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",33
"Камчатский край","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",76
"Камчатский край","3_11","Всего прекращено дел в связи с установлением личности",16
"Камчатский край","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-27.35849057
"Камчатский край","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",22.22222222
"Амурская область","3_11","Всего разыскивалось лиц",3032
"Амурская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",982
"Амурская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1835
"Амурская область","3_11","Установлено лиц из числа находившихся в розыске",2351
"Амурская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",677
"Амурская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",1459
"Амурская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",427
"Амурская область","3_11","Всего прекращено дел в связи с установлением личности",185
"Амурская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-25.56390977
"Амурская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",5.23255814
"Магаданская область","3_11","Всего разыскивалось лиц",550
"Магаданская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",389
"Магаданская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",144
"Магаданская область","3_11","Установлено лиц из числа находившихся в розыске",289
"Магаданская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",257
"Магаданская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",17
"Магаданская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",52
"Магаданская область","3_11","Всего прекращено дел в связи с установлением личности",10
"Магаданская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-26.99386503
"Магаданская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",15.09433962
"Сахалинская область","3_11","Всего разыскивалось лиц",1251
"Сахалинская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",872
"Сахалинская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",371
"Сахалинская область","3_11","Установлено лиц из числа находившихся в розыске",590
"Сахалинская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",560
"Сахалинская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",22
"Сахалинская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",251
"Сахалинская область","3_11","Всего прекращено дел в связи с установлением личности",7
"Сахалинская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-30.1703163
"Сахалинская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-13.37209302
"Еврейская АО","3_11","Всего разыскивалось лиц",470
"Еврейская АО","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",297
"Еврейская АО","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",169
"Еврейская АО","3_11","Установлено лиц из числа находившихся в розыске",257
"Еврейская АО","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",177
"Еврейская АО","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",76
"Еврейская АО","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",37
"Еврейская АО","3_11","Всего прекращено дел в связи с установлением личности",14
"Еврейская АО","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-23.56687898
"Еврейская АО","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",34.7826087
"Чукотский АО","3_11","Всего разыскивалось лиц",159
"Чукотский АО","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",36
"Чукотский АО","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",123
"Чукотский АО","3_11","Установлено лиц из числа находившихся в розыске",26
"Чукотский АО","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",16
"Чукотский АО","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",10
"Чукотский АО","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",2
"Чукотский АО","3_11","Всего прекращено дел в связи с установлением личности",1
"Чукотский АО","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",5.555555556
"Чукотский АО","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",4.807692308
"Всего по России ","3_11","Всего разыскивалось лиц",229024
"Всего по России ","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",125878
"Всего по России ","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",93900
"Всего по России ","3_11","Установлено лиц из числа находившихся в розыске",129594
"Всего по России ","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",76110
"Всего по России ","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",44921
"Всего по России ","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",72311
"Всего по России ","3_11","Всего прекращено дел в связи с установлением личности",8900
"Всего по России ","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",100
"Всего по России ","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",100
"Крымский ФО ","3_11","Всего разыскивалось лиц",1240
"Крымский ФО ","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",982
"Крымский ФО ","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",244
"Крымский ФО ","3_11","Установлено лиц из числа находившихся в розыске",284
"Крымский ФО ","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",214
"Крымский ФО ","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",59
"Крымский ФО ","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",200
"Крымский ФО ","3_11","Всего прекращено дел в связи с установлением личности",19
"Крымский ФО ","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",100
"Крымский ФО ","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",100
"Республика Крым","3_11","Всего разыскивалось лиц",1048
"Республика Крым","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",813
"Республика Крым","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",222
"Республика Крым","3_11","Установлено лиц из числа находившихся в розыске",237
"Республика Крым","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",171
"Республика Крым","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",56
"Республика Крым","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",183
"Республика Крым","3_11","Всего прекращено дел в связи с установлением личности",12
"Республика Крым","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",100
"Республика Крым","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",100
"г. Севастополь","3_11","Всего разыскивалось лиц",192
"г. Севастополь","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",169
"г. Севастополь","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",22
"г. Севастополь","3_11","Установлено лиц из числа находившихся в розыске",47
"г. Севастополь","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",43
"г. Севастополь","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",3
"г. Севастополь","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",17
"г. Севастополь","3_11","Всего прекращено дел в связи с установлением личности",7
