"Субъект","Пункт ФПСР","Наименование статистического показателя","Значение статистического показателя (за январь - декабрь 2017 г.)"
"Челябинская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1930
"Челябинская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",184
"Челябинская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",477
"Челябинская область","3_11","Всего прекращено дел в связи с установлением личности",150
"Челябинская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-48.4375
"Челябинская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-2.149178255
"Сибирский фед.округ","3_11","Всего разыскивалось лиц",35545
"Сибирский фед.округ","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",16162
"Сибирский фед.округ","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",17849
"Сибирский фед.округ","3_11","Установлено лиц из числа находившихся в розыске",24295
"Сибирский фед.округ","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",11428
"Сибирский фед.округ","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",11409
"Сибирский фед.округ","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",3000
"Сибирский фед.округ","3_11","Всего прекращено дел в связи с установлением личности",892
"Сибирский фед.округ","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-47.53694581
"Сибирский фед.округ","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-10.56452808
"Республика Алтай","3_11","Всего разыскивалось лиц",252
"Республика Алтай","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",174
"Республика Алтай","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",76
"Республика Алтай","3_11","Установлено лиц из числа находившихся в розыске",162
"Республика Алтай","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",144
"Республика Алтай","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",17
"Республика Алтай","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",21
"Республика Алтай","3_11","Всего прекращено дел в связи с установлением личности",3
"Республика Алтай","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-34.7826087
"Республика Алтай","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-6.779661017
"Республика Бурятия","3_11","Всего разыскивалось лиц",1217
"Республика Бурятия","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",833
"Республика Бурятия","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",384
"Республика Бурятия","3_11","Установлено лиц из числа находившихся в розыске",569
"Республика Бурятия","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",519
"Республика Бурятия","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",50
"Республика Бурятия","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",81
"Республика Бурятия","3_11","Всего прекращено дел в связи с установлением личности",4
"Республика Бурятия","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-56.35036496
"Республика Бурятия","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-19.83695652
"Республика Тыва","3_11","Всего разыскивалось лиц",997
"Республика Тыва","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",927
"Республика Тыва","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",70
"Республика Тыва","3_11","Установлено лиц из числа находившихся в розыске",788
"Республика Тыва","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",768
"Республика Тыва","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",20
"Республика Тыва","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",4
"Республика Тыва","3_11","Всего прекращено дел в связи с установлением личности",1
"Республика Тыва","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",55.88235294
"Республика Тыва","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",6.382978723
"Республика Хакасия","3_11","Всего разыскивалось лиц",1513
"Республика Хакасия","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",674
"Республика Хакасия","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",706
"Республика Хакасия","3_11","Установлено лиц из числа находившихся в розыске",1153
"Республика Хакасия","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",476
"Республика Хакасия","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",544
"Республика Хакасия","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",42
"Республика Хакасия","3_11","Всего прекращено дел в связи с установлением личности",10
"Республика Хакасия","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-46.13095238
"Республика Хакасия","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-13.0952381
"Алтайский край","3_11","Всего разыскивалось лиц",6090
"Алтайский край","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1185
"Алтайский край","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",4430
"Алтайский край","3_11","Установлено лиц из числа находившихся в розыске",5420
"Алтайский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",968
"Алтайский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",3981
"Алтайский край","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",234
"Алтайский край","3_11","Всего прекращено дел в связи с установлением личности",27
"Алтайский край","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-63.76554174
"Алтайский край","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-2.869757174
"Красноярский край","3_11","Всего разыскивалось лиц",6354
"Красноярский край","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",2417
"Красноярский край","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",3594
"Красноярский край","3_11","Установлено лиц из числа находившихся в розыске",3878
"Красноярский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1588
"Красноярский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",1961
"Красноярский край","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",459
"Красноярский край","3_11","Всего прекращено дел в связи с установлением личности",60
"Красноярский край","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-43.21972444
"Красноярский край","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-13.85576377
"Иркутская область","3_11","Всего разыскивалось лиц",4207
"Иркутская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1861
"Иркутская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",2038
"Иркутская область","3_11","Установлено лиц из числа находившихся в розыске",1831
"Иркутская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1178
"Иркутская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",394
"Иркутская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",485
"Иркутская область","3_11","Всего прекращено дел в связи с установлением личности",42
"Иркутская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-45.88926174
"Иркутская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-4.09035409
"Кемеровская область","3_11","Всего разыскивалось лиц",4813
"Кемеровская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",3087
"Кемеровская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1660
"Кемеровская область","3_11","Установлено лиц из числа находившихся в розыске",3891
"Кемеровская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",2386
"Кемеровская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",1439
"Кемеровская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",620
"Кемеровская область","3_11","Всего прекращено дел в связи с установлением личности",553
"Кемеровская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-51.25989921
"Кемеровская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-64.87119438
"Новосибирская область","3_11","Всего разыскивалось лиц",3038
"Новосибирская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1491
"Новосибирская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1422
"Новосибирская область","3_11","Установлено лиц из числа находившихся в розыске",1831
"Новосибирская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",921
"Новосибирская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",791
"Новосибирская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",364
"Новосибирская область","3_11","Всего прекращено дел в связи с установлением личности",102
"Новосибирская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-45.5942623
"Новосибирская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-1.003344482
"Омская область","3_11","Всего разыскивалось лиц",2457
"Омская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1367
"Омская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1083
"Омская область","3_11","Установлено лиц из числа находившихся в розыске",1601
"Омская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",921
"Омская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",674
"Омская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",258
"Омская область","3_11","Всего прекращено дел в связи с установлением личности",35
"Омская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-41.61073826
"Омская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",4.221635884
"Томская область","3_11","Всего разыскивалось лиц",1625
"Томская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",871
"Томская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",718
"Томская область","3_11","Установлено лиц из числа находившихся в розыске",1042
"Томская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",674
"Томская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",332
"Томская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",261
"Томская область","3_11","Всего прекращено дел в связи с установлением личности",28
"Томская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-27.30769231
"Томская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",10.3030303
"Забайкальский край","3_11","Всего разыскивалось лиц",2982
"Забайкальский край","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1275
"Забайкальский край","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1668
"Забайкальский край","3_11","Установлено лиц из числа находившихся в розыске",2129
"Забайкальский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",885
"Забайкальский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",1206
"Забайкальский край","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",171
"Забайкальский край","3_11","Всего прекращено дел в связи с установлением личности",27
"Забайкальский край","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-60.14067995
"Забайкальский край","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-11.51631478
"Дальневосточный фед.округ","3_11","Всего разыскивалось лиц",15376
"Дальневосточный фед.округ","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",7839
"Дальневосточный фед.округ","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",6346
"Дальневосточный фед.округ","3_11","Установлено лиц из числа находившихся в розыске",9593
"Дальневосточный фед.округ","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",5129
"Дальневосточный фед.округ","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",3324
"Дальневосточный фед.округ","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",1528
"Дальневосточный фед.округ","3_11","Всего прекращено дел в связи с установлением личности",671
"Дальневосточный фед.округ","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-44.31192661
"Дальневосточный фед.округ","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-5.134308058
"Республика Саха (Якутия)","3_11","Всего разыскивалось лиц",2265
"Республика Саха (Якутия)","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",919
"Республика Саха (Якутия)","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1293
"Республика Саха (Якутия)","3_11","Установлено лиц из числа находившихся в розыске",1347
"Республика Саха (Якутия)","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",529
"Республика Саха (Якутия)","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",766
"Республика Саха (Якутия)","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",173
"Республика Саха (Якутия)","3_11","Всего прекращено дел в связи с установлением личности",115
"Республика Саха (Якутия)","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-45.09018036
"Республика Саха (Якутия)","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-1.972386588
"Приморский край","3_11","Всего разыскивалось лиц",3723
"Приморский край","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",2266
"Приморский край","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1243
"Приморский край","3_11","Установлено лиц из числа находившихся в розыске",2109
"Приморский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1420
"Приморский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",486
"Приморский край","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",376
"Приморский край","3_11","Всего прекращено дел в связи с установлением личности",124
"Приморский край","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-41.44144144
"Приморский край","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",154.1353383
"Хабаровский край","3_11","Всего разыскивалось лиц",2720
"Хабаровский край","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1753
"Хабаровский край","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",677
"Хабаровский край","3_11","Установлено лиц из числа находившихся в розыске",1563
"Хабаровский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1161
"Хабаровский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",144
"Хабаровский край","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",479
"Хабаровский край","3_11","Всего прекращено дел в связи с установлением личности",286
"Хабаровский край","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-55.08982036
"Хабаровский край","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-54.75728155
"Камчатский край","3_11","Всего разыскивалось лиц",777
"Камчатский край","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",491
"Камчатский край","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",261
"Камчатский край","3_11","Установлено лиц из числа находившихся в розыске",377
"Камчатский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",332
"Камчатский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",20
"Камчатский край","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",37
"Камчатский край","3_11","Всего прекращено дел в связи с установлением личности",8
"Камчатский край","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-27.83018868
"Камчатский край","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",37.42690058
"Амурская область","3_11","Всего разыскивалось лиц",3895
"Амурская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1090
"Амурская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",2221
"Амурская область","3_11","Установлено лиц из числа находившихся в розыске",3252
"Амурская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",823
"Амурская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",1847
"Амурская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",335
"Амурская область","3_11","Всего прекращено дел в связи с установлением личности",124
"Амурская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-37.3433584
"Амурская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",2.61627907
"Магаданская область","3_11","Всего разыскивалось лиц",493
"Магаданская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",345
"Магаданская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",132
"Магаданская область","3_11","Установлено лиц из числа находившихся в розыске",255
"Магаданская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",231
"Магаданская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",13
"Магаданская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",19
"Магаданская область","3_11","Всего прекращено дел в связи с установлением личности",3
"Магаданская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-33.12883436
"Магаданская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",7.547169811
"Сахалинская область","3_11","Всего разыскивалось лиц",1007
"Сахалинская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",715
"Сахалинская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",289
"Сахалинская область","3_11","Установлено лиц из числа находившихся в розыске",489
"Сахалинская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",465
"Сахалинская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",21
"Сахалинская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",91
"Сахалинская область","3_11","Всего прекращено дел в связи с установлением личности",9
"Сахалинская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-39.6593674
"Сахалинская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-26.45348837
"Еврейская АО","3_11","Всего разыскивалось лиц",362
"Еврейская АО","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",239
"Еврейская АО","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",117
"Еврейская АО","3_11","Установлено лиц из числа находившихся в розыске",191
"Еврейская АО","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",162
"Еврейская АО","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",23
"Еврейская АО","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",18
"Еврейская АО","3_11","Всего прекращено дел в связи с установлением личности",2
"Еврейская АО","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-50.95541401
"Еврейская АО","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",30.43478261
"Чукотский АО","3_11","Всего разыскивалось лиц",134
"Чукотский АО","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",21
"Чукотский АО","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",113
"Чукотский АО","3_11","Установлено лиц из числа находившихся в розыске",10
"Чукотский АО","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",6
"Чукотский АО","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",4
"Чукотский АО","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",0
"Чукотский АО","3_11","Всего прекращено дел в связи с установлением личности",0
"Чукотский АО","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-33.33333333
"Чукотский АО","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",1.923076923
"Всего по России ","3_11","Всего разыскивалось лиц",196802
"Всего по России ","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",105334
"Всего по России ","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",83923
"Всего по России ","3_11","Установлено лиц из числа находившихся в розыске",108705
"Всего по России ","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",60887
"Всего по России ","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",40748
"Всего по России ","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",21463
"Всего по России ","3_11","Всего прекращено дел в связи с установлением личности",4913
"Всего по России ","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-33.7241865
"Всего по России ","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-16.97053814
