"Субъект","Пункт ФПСР","Наименование статистического показателя","Значение статистического показателя (за январь - июнь 2015 г.)"
"Республика Бурятия","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",425
"Республика Бурятия","3_11","Установлено лиц из числа находившихся в розыске",555
"Республика Бурятия","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",493
"Республика Бурятия","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",57
"Республика Бурятия","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",133
"Республика Бурятия","3_11","Всего прекращено дел в связи с установлением личности",10
"Республика Бурятия","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-38.76080692
"Республика Бурятия","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-2.78551532
"Республика Тыва","3_11","Всего разыскивалось лиц",433
"Республика Тыва","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",363
"Республика Тыва","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",69
"Республика Тыва","3_11","Установлено лиц из числа находившихся в розыске",283
"Республика Тыва","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",257
"Республика Тыва","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",26
"Республика Тыва","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",14
"Республика Тыва","3_11","Всего прекращено дел в связи с установлением личности",0
"Республика Тыва","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",2.912621359
"Республика Тыва","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-6.666666667
"Республика Хакасия","3_11","Всего разыскивалось лиц",1262
"Республика Хакасия","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",705
"Республика Хакасия","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",483
"Республика Хакасия","3_11","Установлено лиц из числа находившихся в розыске",837
"Республика Хакасия","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",444
"Республика Хакасия","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",320
"Республика Хакасия","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",143
"Республика Хакасия","3_11","Всего прекращено дел в связи с установлением личности",7
"Республика Хакасия","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-18.50649351
"Республика Хакасия","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-4.761904762
"Алтайский край","3_11","Всего разыскивалось лиц",3568
"Алтайский край","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",821
"Алтайский край","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",2489
"Алтайский край","3_11","Установлено лиц из числа находившихся в розыске",2818
"Алтайский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",525
"Алтайский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",2039
"Алтайский край","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",273
"Алтайский край","3_11","Всего прекращено дел в связи с установлением личности",11
"Алтайский край","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-47.0260223
"Алтайский край","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-0.66518847
"Красноярский край","3_11","Всего разыскивалось лиц",5014
"Красноярский край","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",2082
"Красноярский край","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",2680
"Красноярский край","3_11","Установлено лиц из числа находившихся в розыске",2188
"Красноярский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1011
"Красноярский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",941
"Красноярский край","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",951
"Красноярский край","3_11","Всего прекращено дел в связи с установлением личности",30
"Красноярский край","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-22.3903177
"Красноярский край","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-3.183627061
"Иркутская область","3_11","Всего разыскивалось лиц",3828
"Иркутская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1578
"Иркутская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1890
"Иркутская область","3_11","Установлено лиц из числа находившихся в розыске",1230
"Иркутская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",719
"Иркутская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",233
"Иркутская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",957
"Иркутская область","3_11","Всего прекращено дел в связи с установлением личности",41
"Иркутская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-24.50271248
"Иркутская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",0.435323383
"Кемеровская область","3_11","Всего разыскивалось лиц",3235
"Кемеровская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",2385
"Кемеровская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",847
"Кемеровская область","3_11","Установлено лиц из числа находившихся в розыске",2034
"Кемеровская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1462
"Кемеровская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",569
"Кемеровская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",474
"Кемеровская область","3_11","Всего прекращено дел в связи с установлением личности",335
"Кемеровская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-30.35714286
"Кемеровская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-38.67403315
"Новосибирская область","3_11","Всего разыскивалось лиц",2583
"Новосибирская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1327
"Новосибирская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1202
"Новосибирская область","3_11","Установлено лиц из числа находившихся в розыске",1293
"Новосибирская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",651
"Новосибирская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",595
"Новосибирская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",780
"Новосибирская область","3_11","Всего прекращено дел в связи с установлением личности",99
"Новосибирская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-36.39112903
"Новосибирская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",2.04778157
"Омская область","3_11","Всего разыскивалось лиц",1840
"Омская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1011
"Омская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",812
"Омская область","3_11","Установлено лиц из числа находившихся в розыске",937
"Омская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",512
"Омская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",410
"Омская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",399
"Омская область","3_11","Всего прекращено дел в связи с установлением личности",27
"Омская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-29.94269341
"Омская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",6.684491979
"Томская область","3_11","Всего разыскивалось лиц",1243
"Томская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",489
"Томская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",715
"Томская область","3_11","Установлено лиц из числа находившихся в розыске",629
"Томская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",258
"Томская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",333
"Томская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",317
"Томская область","3_11","Всего прекращено дел в связи с установлением личности",17
"Томская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-16.10486891
"Томская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",13.29305136
"Забайкальский край","3_11","Всего разыскивалось лиц",2163
"Забайкальский край","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1102
"Забайкальский край","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",976
"Забайкальский край","3_11","Установлено лиц из числа находившихся в розыске",1077
"Забайкальский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",532
"Забайкальский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",463
"Забайкальский край","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",207
"Забайкальский край","3_11","Всего прекращено дел в связи с установлением личности",30
"Забайкальский край","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-25.75957728
"Забайкальский край","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-3.250478011
"Дальневосточный фед. округ","3_11","Всего разыскивалось лиц",10995
"Дальневосточный фед. округ","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",5483
"Дальневосточный фед. округ","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",4984
"Дальневосточный фед. округ","3_11","Установлено лиц из числа находившихся в розыске",4693
"Дальневосточный фед. округ","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",2528
"Дальневосточный фед. округ","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",1710
"Дальневосточный фед. округ","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",1761
"Дальневосточный фед. округ","3_11","Всего прекращено дел в связи с установлением личности",363
"Дальневосточный фед. округ","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-32.76585821
"Дальневосточный фед. округ","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",9.222797927
"Республика Саха (Якутия)","3_11","Всего разыскивалось лиц",1507
"Республика Саха (Якутия)","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",468
"Республика Саха (Якутия)","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1032
"Республика Саха (Якутия)","3_11","Установлено лиц из числа находившихся в розыске",680
"Республика Саха (Якутия)","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",173
"Республика Саха (Якутия)","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",500
"Республика Саха (Якутия)","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",118
"Республика Саха (Якутия)","3_11","Всего прекращено дел в связи с установлением личности",40
"Республика Саха (Якутия)","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-47.34774067
"Республика Саха (Якутия)","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",5.521472393
"Приморский край","3_11","Всего разыскивалось лиц",2913
"Приморский край","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1743
"Приморский край","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",983
"Приморский край","3_11","Установлено лиц из числа находившихся в розыске",1196
"Приморский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",773
"Приморский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",267
"Приморский край","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",410
"Приморский край","3_11","Всего прекращено дел в связи с установлением личности",54
"Приморский край","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-24.80314961
"Приморский край","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",194.017094
"Хабаровский край","3_11","Всего разыскивалось лиц",2508
"Хабаровский край","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1367
"Хабаровский край","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",964
"Хабаровский край","3_11","Установлено лиц из числа находившихся в розыске",898
"Хабаровский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",607
"Хабаровский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",152
"Хабаровский край","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",682
"Хабаровский край","3_11","Всего прекращено дел в связи с установлением личности",146
"Хабаровский край","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-37.43718593
"Хабаровский край","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-23.84169884
"Камчатский край","3_11","Всего разыскивалось лиц",544
"Камчатский край","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",303
"Камчатский край","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",225
"Камчатский край","3_11","Установлено лиц из числа находившихся в розыске",169
"Камчатский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",143
"Камчатский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",12
"Камчатский край","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",47
"Камчатский край","3_11","Всего прекращено дел в связи с установлением личности",7
"Камчатский край","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-31.16883117
"Камчатский край","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",25.76687117
"Амурская область","3_11","Всего разыскивалось лиц",1791
"Амурская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",574
"Амурская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1090
"Амурская область","3_11","Установлено лиц из числа находившихся в розыске",1176
"Амурская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",324
"Амурская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",725
"Амурская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",321
"Амурская область","3_11","Всего прекращено дел в связи с установлением личности",88
"Амурская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-36.73469388
"Амурская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",4.093567251
"Магаданская область","3_11","Всего разыскивалось лиц",458
"Магаданская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",318
"Магаданская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",136
"Магаданская область","3_11","Установлено лиц из числа находившихся в розыске",183
"Магаданская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",176
"Магаданская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",4
"Магаданская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",46
"Магаданская область","3_11","Всего прекращено дел в связи с установлением личности",5
"Магаданская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-11.94968553
"Магаданская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",20.19230769
"Сахалинская область","3_11","Всего разыскивалось лиц",781
"Сахалинская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",459
"Сахалинская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",319
"Сахалинская область","3_11","Установлено лиц из числа находившихся в розыске",228
"Сахалинская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",212
"Сахалинская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",13
"Сахалинская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",118
"Сахалинская область","3_11","Всего прекращено дел в связи с установлением личности",18
"Сахалинская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-35.16483516
"Сахалинская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-19.39058172
"Еврейская АО","3_11","Всего разыскивалось лиц",357
"Еврейская АО","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",226
"Еврейская АО","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",124
"Еврейская АО","3_11","Установлено лиц из числа находившихся в розыске",157
"Еврейская АО","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",114
"Еврейская АО","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",37
"Еврейская АО","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",17
"Еврейская АО","3_11","Всего прекращено дел в связи с установлением личности",3
"Еврейская АО","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-23.80952381
"Еврейская АО","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",36.50793651
"Чукотский АО","3_11","Всего разыскивалось лиц",136
"Чукотский АО","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",25
"Чукотский АО","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",111
"Чукотский АО","3_11","Установлено лиц из числа находившихся в розыске",6
"Чукотский АО","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",6
"Чукотский АО","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",0
"Чукотский АО","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",2
"Чукотский АО","3_11","Всего прекращено дел в связи с установлением личности",2
"Чукотский АО","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-18.18181818
"Чукотский АО","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",2.912621359
"Всего по России ","3_11","Всего разыскивалось лиц",154439
"Всего по России ","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",81347
"Всего по России ","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",68759
"Всего по России ","3_11","Установлено лиц из числа находившихся в розыске",61755
"Всего по России ","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",35914
"Всего по России ","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",22038
"Всего по России ","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",38093
"Всего по России ","3_11","Всего прекращено дел в связи с установлением личности",3720
"Всего по России ","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",100
"Всего по России ","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",100
"Крымский ФО ","3_11","Всего разыскивалось лиц",1756
"Крымский ФО ","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1299
"Крымский ФО ","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",433
"Крымский ФО ","3_11","Установлено лиц из числа находившихся в розыске",686
"Крымский ФО ","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",601
"Крымский ФО ","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",75
"Крымский ФО ","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",221
"Крымский ФО ","3_11","Всего прекращено дел в связи с установлением личности",41
"Крымский ФО ","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",100
"Крымский ФО ","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",100
"Республика Крым","3_11","Всего разыскивалось лиц",1435
"Республика Крым","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1049
"Республика Крым","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",364
"Республика Крым","3_11","Установлено лиц из числа находившихся в розыске",533
"Республика Крым","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",481
"Республика Крым","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",43
"Республика Крым","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",189
"Республика Крым","3_11","Всего прекращено дел в связи с установлением личности",24
"Республика Крым","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",100
"Республика Крым","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",100
"г. Севастополь","3_11","Всего разыскивалось лиц",321
"г. Севастополь","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",250
"г. Севастополь","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",69
"г. Севастополь","3_11","Установлено лиц из числа находившихся в розыске",153
"г. Севастополь","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",120
"г. Севастополь","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",32
"г. Севастополь","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",32
"г. Севастополь","3_11","Всего прекращено дел в связи с установлением личности",17
"г. Севастополь","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",100
"г. Севастополь","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",100
