"Субъект","Пункт ФПСР","Наименование статистического показателя","Значение статистического показателя (за январь - сентябрь 2015 г.)"
"Республика Бурятия","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1135
"Республика Бурятия","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",442
"Республика Бурятия","3_11","Установлено лиц из числа находившихся в розыске",811
"Республика Бурятия","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",729
"Республика Бурятия","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",69
"Республика Бурятия","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",141
"Республика Бурятия","3_11","Всего прекращено дел в связи с установлением личности",20
"Республика Бурятия","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-45.86255259
"Республика Бурятия","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-5.177111717
"Республика Тыва","3_11","Всего разыскивалось лиц",550
"Республика Тыва","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",475
"Республика Тыва","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",74
"Республика Тыва","3_11","Установлено лиц из числа находившихся в розыске",385
"Республика Тыва","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",357
"Республика Тыва","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",28
"Республика Тыва","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",14
"Республика Тыва","3_11","Всего прекращено дел в связи с установлением личности",0
"Республика Тыва","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",12.38095238
"Республика Тыва","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-2.222222222
"Республика Хакасия","3_11","Всего разыскивалось лиц",1678
"Республика Хакасия","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",911
"Республика Хакасия","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",657
"Республика Хакасия","3_11","Установлено лиц из числа находившихся в розыске",1252
"Республика Хакасия","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",642
"Республика Хакасия","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",501
"Республика Хакасия","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",152
"Республика Хакасия","3_11","Всего прекращено дел в связи с установлением личности",21
"Республика Хакасия","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-23.21428571
"Республика Хакасия","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-14.36781609
"Алтайский край","3_11","Всего разыскивалось лиц",5122
"Алтайский край","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1106
"Алтайский край","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",3623
"Алтайский край","3_11","Установлено лиц из числа находившихся в розыске",4373
"Алтайский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",809
"Алтайский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",3176
"Алтайский край","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",283
"Алтайский край","3_11","Всего прекращено дел в связи с установлением личности",14
"Алтайский край","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-50.26269702
"Алтайский край","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-1.548672566
"Красноярский край","3_11","Всего разыскивалось лиц",6144
"Красноярский край","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",2541
"Красноярский край","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",3268
"Красноярский край","3_11","Установлено лиц из числа находившихся в розыске",3260
"Красноярский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1428
"Красноярский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",1515
"Красноярский край","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",981
"Красноярский край","3_11","Всего прекращено дел в связи с установлением личности",38
"Красноярский край","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-22.03389831
"Красноярский край","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-3.863636364
"Иркутская область","3_11","Всего разыскивалось лиц",4475
"Иркутская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1944
"Иркутская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",2030
"Иркутская область","3_11","Установлено лиц из числа находившихся в розыске",1821
"Иркутская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1060
"Иркутская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",345
"Иркутская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",996
"Иркутская область","3_11","Всего прекращено дел в связи с установлением личности",63
"Иркутская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-26.1019879
"Иркутская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-0.67114094
"Кемеровская область","3_11","Всего разыскивалось лиц",4318
"Кемеровская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",3136
"Кемеровская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1178
"Кемеровская область","3_11","Установлено лиц из числа находившихся в розыске",3046
"Кемеровская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",2192
"Кемеровская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",850
"Кемеровская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",638
"Кемеровская область","3_11","Всего прекращено дел в связи с установлением личности",502
"Кемеровская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-33.70125092
"Кемеровская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-37.81094527
"Новосибирская область","3_11","Всего разыскивалось лиц",3235
"Новосибирская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1660
"Новосибирская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1494
"Новосибирская область","3_11","Установлено лиц из числа находившихся в розыске",1908
"Новосибирская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",957
"Новосибирская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",883
"Новосибирская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",834
"Новосибирская область","3_11","Всего прекращено дел в связи с установлением личности",137
"Новосибирская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-31.36219641
"Новосибирская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-2.471169687
"Омская область","3_11","Всего разыскивалось лиц",2320
"Омская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1285
"Омская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1014
"Омская область","3_11","Установлено лиц из числа находившихся в розыске",1412
"Омская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",785
"Омская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",607
"Омская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",412
"Омская область","3_11","Всего прекращено дел в связи с установлением личности",39
"Омская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-33.65253078
"Омская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",7.81671159
"Томская область","3_11","Всего разыскивалось лиц",1546
"Томская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",635
"Томская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",856
"Томская область","3_11","Установлено лиц из числа находившихся в розыске",911
"Томская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",388
"Томская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",468
"Томская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",331
"Томская область","3_11","Всего прекращено дел в связи с установлением личности",29
"Томская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-19.24398625
"Томская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",12.8742515
"Забайкальский край","3_11","Всего разыскивалось лиц",2740
"Забайкальский край","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1356
"Забайкальский край","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1278
"Забайкальский край","3_11","Установлено лиц из числа находившихся в розыске",1665
"Забайкальский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",795
"Забайкальский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",766
"Забайкальский край","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",220
"Забайкальский край","3_11","Всего прекращено дел в связи с установлением личности",37
"Забайкальский край","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-30.72983355
"Забайкальский край","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-5.123339658
"Дальневосточный фед. округ","3_11","Всего разыскивалось лиц",13471
"Дальневосточный фед. округ","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",6770
"Дальневосточный фед. округ","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",5948
"Дальневосточный фед. округ","3_11","Установлено лиц из числа находившихся в розыске",7022
"Дальневосточный фед. округ","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",3727
"Дальневосточный фед. округ","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",2620
"Дальневосточный фед. округ","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",1983
"Дальневосточный фед. округ","3_11","Всего прекращено дел в связи с установлением личности",547
"Дальневосточный фед. округ","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-33.12757202
"Дальневосточный фед. округ","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",8.353303663
"Республика Саха (Якутия)","3_11","Всего разыскивалось лиц",1876
"Республика Саха (Якутия)","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",596
"Республика Саха (Якутия)","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1269
"Республика Саха (Якутия)","3_11","Установлено лиц из числа находившихся в розыске",1021
"Республика Саха (Якутия)","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",277
"Республика Саха (Якутия)","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",735
"Республика Саха (Якутия)","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",134
"Республика Саха (Якутия)","3_11","Всего прекращено дел в связи с установлением личности",56
"Республика Саха (Якутия)","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-46.89922481
"Республика Саха (Якутия)","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",3.420523139
"Приморский край","3_11","Всего разыскивалось лиц",3539
"Приморский край","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",2121
"Приморский край","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1140
"Приморский край","3_11","Установлено лиц из числа находившихся в розыске",1783
"Приморский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1149
"Приморский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",389
"Приморский край","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",454
"Приморский край","3_11","Всего прекращено дел в связи с установлением личности",84
"Приморский край","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-27.43161094
"Приморский край","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",176.0784314
"Хабаровский край","3_11","Всего разыскивалось лиц",2912
"Хабаровский край","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1661
"Хабаровский край","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1023
"Хабаровский край","3_11","Установлено лиц из числа находившихся в розыске",1308
"Хабаровский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",893
"Хабаровский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",226
"Хабаровский край","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",781
"Хабаровский край","3_11","Всего прекращено дел в связи с установлением личности",238
"Хабаровский край","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-38.21548822
"Хабаровский край","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-26.07421875
"Камчатский край","3_11","Всего разыскивалось лиц",644
"Камчатский край","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",375
"Камчатский край","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",249
"Камчатский край","3_11","Установлено лиц из числа находившихся в розыске",249
"Камчатский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",209
"Камчатский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",22
"Камчатский край","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",50
"Камчатский край","3_11","Всего прекращено дел в связи с установлением личности",7
"Камчатский край","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-29.004329
"Камчатский край","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",31.13772455
"Амурская область","3_11","Всего разыскивалось лиц",2490
"Амурская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",739
"Амурская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1554
"Амурская область","3_11","Установлено лиц из числа находившихся в розыске",1861
"Амурская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",478
"Амурская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",1186
"Амурская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",366
"Амурская область","3_11","Всего прекращено дел в связи с установлением личности",131
"Амурская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-37.68115942
"Амурская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",2.865329513
"Магаданская область","3_11","Всего разыскивалось лиц",547
"Магаданская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",397
"Магаданская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",142
"Магаданская область","3_11","Установлено лиц из числа находившихся в розыске",260
"Магаданская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",247
"Магаданская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",6
"Магаданская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",51
"Магаданская область","3_11","Всего прекращено дел в связи с установлением личности",6
"Магаданская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-14.53488372
"Магаданская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",20.95238095
"Сахалинская область","3_11","Всего разыскивалось лиц",905
"Сахалинская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",575
"Сахалинская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",327
"Сахалинская область","3_11","Установлено лиц из числа находившихся в розыске",329
"Сахалинская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",312
"Сахалинская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",14
"Сахалинская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",127
"Сахалинская область","3_11","Всего прекращено дел в связи с установлением личности",20
"Сахалинская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-32.61455526
"Сахалинская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-17.51412429
"Еврейская АО","3_11","Всего разыскивалось лиц",416
"Еврейская АО","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",278
"Еврейская АО","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",130
"Еврейская АО","3_11","Установлено лиц из числа находившихся в розыске",200
"Еврейская АО","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",154
"Еврейская АО","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",39
"Еврейская АО","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",18
"Еврейская АО","3_11","Всего прекращено дел в связи с установлением личности",3
"Еврейская АО","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-15.06849315
"Еврейская АО","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",34.84848485
"Чукотский АО","3_11","Всего разыскивалось лиц",142
"Чукотский АО","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",28
"Чукотский АО","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",114
"Чукотский АО","3_11","Установлено лиц из числа находившихся в розыске",11
"Чукотский АО","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",8
"Чукотский АО","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",3
"Чукотский АО","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",2
"Чукотский АО","3_11","Всего прекращено дел в связи с установлением личности",2
"Чукотский АО","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-5
"Чукотский АО","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",0
"Всего по России ","3_11","Всего разыскивалось лиц",186936
"Всего по России ","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",99299
"Всего по России ","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",81621
"Всего по России ","3_11","Установлено лиц из числа находившихся в розыске",92732
"Всего по России ","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",52999
"Всего по России ","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",34277
"Всего по России ","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",40122
"Всего по России ","3_11","Всего прекращено дел в связи с установлением личности",5364
"Всего по России ","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",100
"Всего по России ","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",100
"Крымский ФО ","3_11","Всего разыскивалось лиц",1958
"Крымский ФО ","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1492
"Крымский ФО ","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",438
"Крымский ФО ","3_11","Установлено лиц из числа находившихся в розыске",826
"Крымский ФО ","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",734
"Крымский ФО ","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",79
"Крымский ФО ","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",246
"Крымский ФО ","3_11","Всего прекращено дел в связи с установлением личности",56
"Крымский ФО ","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",100
"Крымский ФО ","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",100
"Республика Крым","3_11","Всего разыскивалось лиц",1627
"Республика Крым","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1201
"Республика Крым","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",400
"Республика Крым","3_11","Установлено лиц из числа находившихся в розыске",666
"Республика Крым","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",585
"Республика Крым","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",68
"Республика Крым","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",208
"Республика Крым","3_11","Всего прекращено дел в связи с установлением личности",38
"Республика Крым","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",100
"Республика Крым","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",100
"г. Севастополь","3_11","Всего разыскивалось лиц",331
"г. Севастополь","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",291
"г. Севастополь","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",38
"г. Севастополь","3_11","Установлено лиц из числа находившихся в розыске",160
"г. Севастополь","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",149
"г. Севастополь","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",11
"г. Севастополь","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",38
"г. Севастополь","3_11","Всего прекращено дел в связи с установлением личности",18
"г. Севастополь","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",100
"г. Севастополь","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",100
