"Субъект","Пункт ФПСР","Наименование статистического показателя","Значение статистического показателя (за январь - март 2016 г.)"
"Республика Алтай","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-1.754385965
"Республика Бурятия","3_11","Всего разыскивалось лиц",905
"Республика Бурятия","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",532
"Республика Бурятия","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",373
"Республика Бурятия","3_11","Установлено лиц из числа находившихся в розыске",227
"Республика Бурятия","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",206
"Республика Бурятия","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",21
"Республика Бурятия","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",98
"Республика Бурятия","3_11","Всего прекращено дел в связи с установлением личности",7
"Республика Бурятия","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-53.72492837
"Республика Бурятия","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",0.285714286
"Республика Тыва","3_11","Всего разыскивалось лиц",421
"Республика Тыва","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",386
"Республика Тыва","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",34
"Республика Тыва","3_11","Установлено лиц из числа находившихся в розыске",213
"Республика Тыва","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",209
"Республика Тыва","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",4
"Республика Тыва","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",5
"Республика Тыва","3_11","Всего прекращено дел в связи с установлением личности",0
"Республика Тыва","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",42.74193548
"Республика Тыва","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-30.23255814
"Республика Хакасия","3_11","Всего разыскивалось лиц",690
"Республика Хакасия","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",369
"Республика Хакасия","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",287
"Республика Хакасия","3_11","Установлено лиц из числа находившихся в розыске",313
"Республика Хакасия","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",140
"Республика Хакасия","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",139
"Республика Хакасия","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",38
"Республика Хакасия","3_11","Всего прекращено дел в связи с установлением личности",4
"Республика Хакасия","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-31.61094225
"Республика Хакасия","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-13.60946746
"Алтайский край","3_11","Всего разыскивалось лиц",1971
"Алтайский край","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",496
"Алтайский край","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1336
"Алтайский край","3_11","Установлено лиц из числа находившихся в розыске",1275
"Алтайский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",250
"Алтайский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",891
"Алтайский край","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",252
"Алтайский край","3_11","Всего прекращено дел в связи с установлением личности",4
"Алтайский край","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-54.22138837
"Алтайский край","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-3.470715835
"Красноярский край","3_11","Всего разыскивалось лиц",3733
"Красноярский край","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1535
"Красноярский край","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",2077
"Красноярский край","3_11","Установлено лиц из числа находившихся в розыске",1039
"Красноярский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",530
"Красноярский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",401
"Красноярский край","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",411
"Красноярский край","3_11","Всего прекращено дел в связи с установлением личности",8
"Красноярский край","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-24.58396369
"Красноярский край","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-7.146876759
"Иркутская область","3_11","Всего разыскивалось лиц",3055
"Иркутская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1138
"Иркутская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1735
"Иркутская область","3_11","Установлено лиц из числа находившихся в розыске",596
"Иркутская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",356
"Иркутская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",112
"Иркутская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",510
"Иркутская область","3_11","Всего прекращено дел в связи с установлением личности",17
"Иркутская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-32.02099738
"Иркутская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-0.497822029
"Кемеровская область","3_11","Всего разыскивалось лиц",1976
"Кемеровская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1431
"Кемеровская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",535
"Кемеровская область","3_11","Установлено лиц из числа находившихся в розыске",1013
"Кемеровская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",652
"Кемеровская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",351
"Кемеровская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",292
"Кемеровская область","3_11","Всего прекращено дел в связи с установлением личности",188
"Кемеровская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-42.60089686
"Кемеровская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-52.27272727
"Новосибирская область","3_11","Всего разыскивалось лиц",1691
"Новосибирская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",838
"Новосибирская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",829
"Новосибирская область","3_11","Установлено лиц из числа находившихся в розыске",491
"Новосибирская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",254
"Новосибирская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",217
"Новосибирская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",313
"Новосибирская область","3_11","Всего прекращено дел в связи с установлением личности",35
"Новосибирская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-40.10362694
"Новосибирская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",0.996677741
"Омская область","3_11","Всего разыскивалось лиц",1288
"Омская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",701
"Омская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",581
"Омская область","3_11","Установлено лиц из числа находившихся в розыске",436
"Омская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",257
"Омская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",173
"Омская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",290
"Омская область","3_11","Всего прекращено дел в связи с установлением личности",7
"Омская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-36.74351585
"Омская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",5.744125326
"Томская область","3_11","Всего разыскивалось лиц",859
"Томская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",362
"Томская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",494
"Томская область","3_11","Установлено лиц из числа находившихся в розыске",259
"Томская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",139
"Томская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",117
"Томская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",286
"Томская область","3_11","Всего прекращено дел в связи с установлением личности",3
"Томская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-17.42424242
"Томская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",14.98470948
"Забайкальский край","3_11","Всего разыскивалось лиц",1545
"Забайкальский край","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",750
"Забайкальский край","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",776
"Забайкальский край","3_11","Установлено лиц из числа находившихся в розыске",562
"Забайкальский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",259
"Забайкальский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",285
"Забайкальский край","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",170
"Забайкальский край","3_11","Всего прекращено дел в связи с установлением личности",7
"Забайкальский край","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-40.56029233
"Забайкальский край","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-7.386363636
"Дальневосточный фед. округ","3_11","Всего разыскивалось лиц",8324
"Дальневосточный фед. округ","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",4127
"Дальневосточный фед. округ","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",3890
"Дальневосточный фед. округ","3_11","Установлено лиц из числа находившихся в розыске",2325
"Дальневосточный фед. округ","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1324
"Дальневосточный фед. округ","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",758
"Дальневосточный фед. округ","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",1358
"Дальневосточный фед. округ","3_11","Всего прекращено дел в связи с установлением личности",196
"Дальневосточный фед. округ","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-37.50559785
"Дальневосточный фед. округ","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",4.21481985
"Республика Саха (Якутия)","3_11","Всего разыскивалось лиц",1106
"Республика Саха (Якутия)","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",394
"Республика Саха (Якутия)","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",703
"Республика Саха (Якутия)","3_11","Установлено лиц из числа находившихся в розыске",310
"Республика Саха (Якутия)","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",116
"Республика Саха (Якутия)","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",186
"Республика Саха (Якутия)","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",120
"Республика Саха (Якутия)","3_11","Всего прекращено дел в связи с установлением личности",51
"Республика Саха (Якутия)","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-49.06716418
"Республика Саха (Якутия)","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",1.8
"Приморский край","3_11","Всего разыскивалось лиц",2268
"Приморский край","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1343
"Приморский край","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",830
"Приморский край","3_11","Установлено лиц из числа находившихся в розыске",626
"Приморский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",432
"Приморский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",126
"Приморский край","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",316
"Приморский край","3_11","Всего прекращено дел в связи с установлением личности",28
"Приморский край","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-31.14134543
"Приморский край","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",197.7973568
"Хабаровский край","3_11","Всего разыскивалось лиц",1865
"Хабаровский край","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1011
"Хабаровский край","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",762
"Хабаровский край","3_11","Установлено лиц из числа находившихся в розыске",380
"Хабаровский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",283
"Хабаровский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",36
"Хабаровский край","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",507
"Хабаровский край","3_11","Всего прекращено дел в связи с установлением личности",78
"Хабаровский край","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-41.74053183
"Хабаровский край","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-32.76836158
"Камчатский край","3_11","Всего разыскивалось лиц",441
"Камчатский край","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",207
"Камчатский край","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",230
"Камчатский край","3_11","Установлено лиц из числа находившихся в розыске",69
"Камчатский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",65
"Камчатский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",1
"Камчатский край","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",34
"Камчатский край","3_11","Всего прекращено дел в связи с установлением личности",1
"Камчатский край","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-41.0041841
"Камчатский край","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",35.54216867
"Амурская область","3_11","Всего разыскивалось лиц",1288
"Амурская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",440
"Амурская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",755
"Амурская область","3_11","Установлено лиц из числа находившихся в розыске",669
"Амурская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",177
"Амурская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",399
"Амурская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",251
"Амурская область","3_11","Всего прекращено дел в связи с установлением личности",34
"Амурская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-33.24873096
"Амурская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",3.206997085
"Магаданская область","3_11","Всего разыскивалось лиц",350
"Магаданская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",218
"Магаданская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",120
"Магаданская область","3_11","Установлено лиц из числа находившихся в розыске",97
"Магаданская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",86
"Магаданская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",3
"Магаданская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",20
"Магаданская область","3_11","Всего прекращено дел в связи с установлением личности",1
"Магаданская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-19.51219512
"Магаданская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",3.603603604
"Сахалинская область","3_11","Всего разыскивалось лиц",630
"Сахалинская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",343
"Сахалинская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",285
"Сахалинская область","3_11","Установлено лиц из числа находившихся в розыске",107
"Сахалинская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",105
"Сахалинская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",0
"Сахалинская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",96
"Сахалинская область","3_11","Всего прекращено дел в связи с установлением личности",3
"Сахалинская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-38.91752577
"Сахалинская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-23.01369863
"Еврейская АО","3_11","Всего разыскивалось лиц",248
"Еврейская АО","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",153
"Еврейская АО","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",95
"Еврейская АО","3_11","Установлено лиц из числа находившихся в розыске",67
"Еврейская АО","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",60
"Еврейская АО","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",7
"Еврейская АО","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",14
"Еврейская АО","3_11","Всего прекращено дел в связи с установлением личности",0
"Еврейская АО","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-41.13924051
"Еврейская АО","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",30.3030303
"Чукотский АО","3_11","Всего разыскивалось лиц",128
"Чукотский АО","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",18
"Чукотский АО","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",110
"Чукотский АО","3_11","Установлено лиц из числа находившихся в розыске",0
"Чукотский АО","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",0
"Чукотский АО","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",0
"Чукотский АО","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",0
"Чукотский АО","3_11","Всего прекращено дел в связи с установлением личности",0
"Чукотский АО","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-21.73913043
"Чукотский АО","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",3.921568627
"Всего по России ","3_11","Всего разыскивалось лиц",119112
"Всего по России ","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",62372
"Всего по России ","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",54551
"Всего по России ","3_11","Установлено лиц из числа находившихся в розыске",29891
"Всего по России ","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",18588
"Всего по России ","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",9570
"Всего по России ","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",20743
"Всего по России ","3_11","Всего прекращено дел в связи с установлением личности",1644
"Всего по России ","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-29.49137344
"Всего по России ","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-7.869052889
"Крымский ФО ","3_11","Всего разыскивалось лиц",2476
"Крымский ФО ","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1880
"Крымский ФО ","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",559
"Крымский ФО ","3_11","Установлено лиц из числа находившихся в розыске",1101
"Крымский ФО ","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1056
"Крымский ФО ","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",39
"Крымский ФО ","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",211
"Крымский ФО ","3_11","Всего прекращено дел в связи с установлением личности",25
"Крымский ФО ","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)","-"
"Крымский ФО ","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)","-"
"Республика Крым","3_11","Всего разыскивалось лиц",2116
"Республика Крым","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1599
"Республика Крым","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",483
"Республика Крым","3_11","Установлено лиц из числа находившихся в розыске",959
"Республика Крым","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",924
"Республика Крым","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",30
"Республика Крым","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",185
"Республика Крым","3_11","Всего прекращено дел в связи с установлением личности",18
"Республика Крым","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)","-"
"Республика Крым","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)","-"
"г. Севастополь","3_11","Всего разыскивалось лиц",360
"г. Севастополь","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",281
"г. Севастополь","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",76
"г. Севастополь","3_11","Установлено лиц из числа находившихся в розыске",142
"г. Севастополь","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",132
"г. Севастополь","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",9
"г. Севастополь","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",26
"г. Севастополь","3_11","Всего прекращено дел в связи с установлением личности",7
