"Субъект","Пункт ФПСР","Наименование статистического показателя","Значение статистического показателя (за январь - декабрь 2015 г.)"
"Республика Бурятия","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",464
"Республика Бурятия","3_11","Установлено лиц из числа находившихся в розыске",1049
"Республика Бурятия","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",946
"Республика Бурятия","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",89
"Республика Бурятия","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",144
"Республика Бурятия","3_11","Всего прекращено дел в связи с установлением личности",21
"Республика Бурятия","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-48.61313869
"Республика Бурятия","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-6.793478261
"Республика Тыва","3_11","Всего разыскивалось лиц",745
"Республика Тыва","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",663
"Республика Тыва","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",80
"Республика Тыва","3_11","Установлено лиц из числа находившихся в розыске",570
"Республика Тыва","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",536
"Республика Тыва","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",33
"Республика Тыва","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",14
"Республика Тыва","3_11","Всего прекращено дел в связи с установлением личности",0
"Республика Тыва","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",24.50980392
"Республика Тыва","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-4.255319149
"Республика Хакасия","3_11","Всего разыскивалось лиц",2046
"Республика Хакасия","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1087
"Республика Хакасия","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",808
"Республика Хакасия","3_11","Установлено лиц из числа находившихся в розыске",1624
"Республика Хакасия","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",828
"Республика Хакасия","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",645
"Республика Хакасия","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",159
"Республика Хакасия","3_11","Всего прекращено дел в связи с установлением личности",23
"Республика Хакасия","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-26.78571429
"Республика Хакасия","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-9.523809524
"Алтайский край","3_11","Всего разыскивалось лиц",6646
"Алтайский край","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1444
"Алтайский край","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",4686
"Алтайский край","3_11","Установлено лиц из числа находившихся в розыске",5897
"Алтайский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1150
"Алтайский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",4238
"Алтайский край","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",289
"Алтайский край","3_11","Всего прекращено дел в связи с установлением личности",22
"Алтайский край","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-51.68738899
"Алтайский край","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-1.766004415
"Красноярский край","3_11","Всего разыскивалось лиц",7209
"Красноярский край","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",3024
"Красноярский край","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",3743
"Красноярский край","3_11","Установлено лиц из числа находившихся в розыске",4303
"Красноярский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1909
"Красноярский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",1967
"Красноярский край","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",998
"Красноярский край","3_11","Всего прекращено дел в связи с установлением личности",54
"Красноярский край","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-23.35025381
"Красноярский край","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-5.792163543
"Иркутская область","3_11","Всего разыскивалось лиц",5075
"Иркутская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",2310
"Иркутская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",2130
"Иркутская область","3_11","Установлено лиц из числа находившихся в розыске",2446
"Иркутская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1451
"Иркутская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",439
"Иркутская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",1008
"Иркутская область","3_11","Всего прекращено дел в связи с установлением личности",84
"Иркутская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-30.53691275
"Иркутская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-1.282051282
"Кемеровская область","3_11","Всего разыскивалось лиц",5374
"Кемеровская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",3873
"Кемеровская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1487
"Кемеровская область","3_11","Установлено лиц из числа находившихся в розыске",4122
"Кемеровская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",2987
"Кемеровская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",1121
"Кемеровская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",772
"Кемеровская область","3_11","Всего прекращено дел в связи с установлением личности",660
"Кемеровская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-40.31677466
"Кемеровская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-38.64168618
"Новосибирская область","3_11","Всего разыскивалось лиц",3860
"Новосибирская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1966
"Новосибирская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1794
"Новосибирская область","3_11","Установлено лиц из числа находившихся в розыске",2531
"Новосибирская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1275
"Новосибирская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",1163
"Новосибирская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",866
"Новосибирская область","3_11","Всего прекращено дел в связи с установлением личности",169
"Новосибирская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-35.04098361
"Новосибирская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-0.16722408
"Омская область","3_11","Всего разыскивалось лиц",2757
"Омская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1548
"Омская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1184
"Омская область","3_11","Установлено лиц из числа находившихся в розыске",1865
"Омская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1072
"Омская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",769
"Омская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",417
"Омская область","3_11","Всего прекращено дел в связи с установлением личности",44
"Омская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-38.52348993
"Омская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",7.124010554
"Томская область","3_11","Всего разыскивалось лиц",1890
"Томская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",832
"Томская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",983
"Томская область","3_11","Установлено лиц из числа находившихся в розыске",1254
"Томская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",590
"Томская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",589
"Томская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",340
"Томская область","3_11","Всего прекращено дел в связи с установлением личности",37
"Томская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-13.46153846
"Томская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",12.72727273
"Забайкальский край","3_11","Всего разыскивалось лиц",3346
"Забайкальский край","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1619
"Забайкальский край","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1588
"Забайкальский край","3_11","Установлено лиц из числа находившихся в розыске",2301
"Забайкальский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1083
"Забайкальский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",1079
"Забайкальский край","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",230
"Забайкальский край","3_11","Всего прекращено дел в связи с установлением личности",49
"Забайкальский край","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-40.32825322
"Забайкальский край","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-4.606525912
"Дальневосточный фед. округ","3_11","Всего разыскивалось лиц",15942
"Дальневосточный фед. округ","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",8124
"Дальневосточный фед. округ","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",6826
"Дальневосточный фед. округ","3_11","Установлено лиц из числа находившихся в розыске",9501
"Дальневосточный фед. округ","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",5088
"Дальневосточный фед. округ","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",3492
"Дальневосточный фед. округ","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",2197
"Дальневосточный фед. округ","3_11","Всего прекращено дел в связи с установлением личности",762
"Дальневосточный фед. округ","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-33.69266055
"Дальневосточный фед. округ","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",5.406324379
"Республика Саха (Якутия)","3_11","Всего разыскивалось лиц",2213
"Республика Саха (Якутия)","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",722
"Республика Саха (Якутия)","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1474
"Республика Саха (Якутия)","3_11","Установлено лиц из числа находившихся в розыске",1334
"Республика Саха (Якутия)","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",395
"Республика Саха (Якутия)","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",924
"Республика Саха (Якутия)","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",164
"Республика Саха (Якутия)","3_11","Всего прекращено дел в связи с установлением личности",84
"Республика Саха (Якутия)","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-45.29058116
"Республика Саха (Якутия)","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",0.788954635
"Приморский край","3_11","Всего разыскивалось лиц",4145
"Приморский край","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",2539
"Приморский край","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1245
"Приморский край","3_11","Установлено лиц из числа находившихся в розыске",2391
"Приморский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1554
"Приморский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",504
"Приморский край","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",482
"Приморский край","3_11","Всего прекращено дел в связи с установлением личности",114
"Приморский край","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-27.7027027
"Приморский край","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",156.7669173
"Хабаровский край","3_11","Всего разыскивалось лиц",3324
"Хабаровский край","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1970
"Хабаровский край","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1069
"Хабаровский край","3_11","Установлено лиц из числа находившихся в розыске",1724
"Хабаровский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1197
"Хабаровский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",280
"Хабаровский край","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",872
"Хабаровский край","3_11","Всего прекращено дел в связи с установлением личности",331
"Хабаровский край","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-37.1257485
"Хабаровский край","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-28.93203883
"Камчатский край","3_11","Всего разыскивалось лиц",747
"Камчатский край","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",445
"Камчатский край","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",271
"Камчатский край","3_11","Установлено лиц из числа находившихся в розыске",362
"Камчатский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",296
"Камчатский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",36
"Камчатский край","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",54
"Камчатский край","3_11","Всего прекращено дел в связи с установлением личности",10
"Камчатский край","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-30.66037736
"Камчатский край","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",32.16374269
"Амурская область","3_11","Всего разыскивалось лиц",3212
"Амурская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",911
"Амурская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",2029
"Амурская область","3_11","Установлено лиц из числа находившихся в розыске",2576
"Амурская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",649
"Амурская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",1655
"Амурская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",415
"Амурская область","3_11","Всего прекращено дел в связи с установлением личности",182
"Амурская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-35.0877193
"Амурская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",3.488372093
"Магаданская область","3_11","Всего разыскивалось лиц",622
"Магаданская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",466
"Магаданская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",146
"Магаданская область","3_11","Установлено лиц из числа находившихся в розыске",352
"Магаданская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",330
"Магаданская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",14
"Магаданская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",51
"Магаданская область","3_11","Всего прекращено дел в связи с установлением личности",7
"Магаданская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-20.85889571
"Магаданская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",6.603773585
"Сахалинская область","3_11","Всего разыскивалось лиц",1038
"Сахалинская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",704
"Сахалинская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",330
"Сахалинская область","3_11","Установлено лиц из числа находившихся в розыске",464
"Сахалинская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",436
"Сахалинская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",24
"Сахалинская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",135
"Сахалинская область","3_11","Всего прекращено дел в связи с установлением личности",25
"Сахалинская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-39.17274939
"Сахалинская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-18.02325581
"Еврейская АО","3_11","Всего разыскивалось лиц",494
"Еврейская АО","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",339
"Еврейская АО","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",143
"Еврейская АО","3_11","Установлено лиц из числа находившихся в розыске",285
"Еврейская АО","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",222
"Еврейская АО","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",51
"Еврейская АО","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",22
"Еврейская АО","3_11","Всего прекращено дел в связи с установлением личности",7
"Еврейская АО","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-25.47770701
"Еврейская АО","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",30.43478261
"Чукотский АО","3_11","Всего разыскивалось лиц",147
"Чукотский АО","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",28
"Чукотский АО","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",119
"Чукотский АО","3_11","Установлено лиц из числа находившихся в розыске",13
"Чукотский АО","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",9
"Чукотский АО","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",4
"Чукотский АО","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",2
"Чукотский АО","3_11","Всего прекращено дел в связи с установлением личности",2
"Чукотский АО","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",0
"Чукотский АО","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",2.884615385
"Всего по России ","3_11","Всего разыскивалось лиц",220392
"Всего по России ","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",119479
"Всего по России ","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",93085
"Всего по России ","3_11","Установлено лиц из числа находившихся в розыске",124861
"Всего по России ","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",72317
"Всего по России ","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",45311
"Всего по России ","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",42049
"Всего по России ","3_11","Всего прекращено дел в связи с установлением личности",7051
"Всего по России ","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",100
"Всего по России ","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",100
"Крымский ФО ","3_11","Всего разыскивалось лиц",2309
"Крымский ФО ","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1795
"Крымский ФО ","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",483
"Крымский ФО ","3_11","Установлено лиц из числа находившихся в розыске",1013
"Крымский ФО ","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",884
"Крымский ФО ","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",113
"Крымский ФО ","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",272
"Крымский ФО ","3_11","Всего прекращено дел в связи с установлением личности",68
"Крымский ФО ","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",100
"Крымский ФО ","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",100
"Республика Крым","3_11","Всего разыскивалось лиц",1923
"Республика Крым","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1450
"Республика Крым","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",444
"Республика Крым","3_11","Установлено лиц из числа находившихся в розыске",814
"Республика Крым","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",701
"Республика Крым","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",97
"Республика Крым","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",231
"Республика Крым","3_11","Всего прекращено дел в связи с установлением личности",46
"Республика Крым","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",100
"Республика Крым","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",100
"г. Севастополь","3_11","Всего разыскивалось лиц",386
"г. Севастополь","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",345
"г. Севастополь","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",39
"г. Севастополь","3_11","Установлено лиц из числа находившихся в розыске",199
"г. Севастополь","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",183
"г. Севастополь","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",16
"г. Севастополь","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",41
"г. Севастополь","3_11","Всего прекращено дел в связи с установлением личности",22
"г. Севастополь","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",100
"г. Севастополь","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",100
