"Субъект","Пункт ФПСР","Наименование статистического показателя","Значение статистического показателя (за январь - июнь 2014 г.)"
"Амурская область","3_11","Всего прекращено дел в связи с установлением личности",88
"Амурская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-25
"Амурская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",6.725146199
"Магаданская область","3_11","Всего разыскивалось лиц",397
"Магаданская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",259
"Магаданская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",128
"Магаданская область","3_11","Установлено лиц из числа находившихся в розыске",144
"Магаданская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",130
"Магаданская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",6
"Магаданская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",43
"Магаданская область","3_11","Всего прекращено дел в связи с установлением личности",4
"Магаданская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-23.27044025
"Магаданская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",16.34615385
"Сахалинская область","3_11","Всего разыскивалось лиц",943
"Сахалинская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",586
"Сахалинская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",353
"Сахалинская область","3_11","Установлено лиц из числа находившихся в розыске",317
"Сахалинская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",299
"Сахалинская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",14
"Сахалинская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",196
"Сахалинская область","3_11","Всего прекращено дел в связи с установлением личности",5
"Сахалинская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-27.1978022
"Сахалинская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-14.95844875
"Еврейская АО","3_11","Всего разыскивалось лиц",324
"Еврейская АО","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",198
"Еврейская АО","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",125
"Еврейская АО","3_11","Установлено лиц из числа находившихся в розыске",140
"Еврейская АО","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",98
"Еврейская АО","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",41
"Еврейская АО","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",29
"Еврейская АО","3_11","Всего прекращено дел в связи с установлением личности",6
"Еврейская АО","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-31.97278912
"Еврейская АО","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",33.33333333
"Чукотский АО","3_11","Всего разыскивалось лиц",142
"Чукотский АО","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",28
"Чукотский АО","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",114
"Чукотский АО","3_11","Установлено лиц из числа находившихся в розыске",16
"Чукотский АО","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",10
"Чукотский АО","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",6
"Чукотский АО","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",1
"Чукотский АО","3_11","Всего прекращено дел в связи с установлением личности",1
"Чукотский АО","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-18.18181818
"Чукотский АО","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",2.912621359
"Всего по России (без КФО)","3_11","Всего разыскивалось лиц",160876
"Всего по России (без КФО)","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",85800
"Всего по России (без КФО)","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",70053
"Всего по России (без КФО)","3_11","Установлено лиц из числа находившихся в розыске",64383
"Всего по России (без КФО)","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",37642
"Всего по России (без КФО)","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",22386
"Всего по России (без КФО)","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",67069
"Всего по России (без КФО)","3_11","Всего прекращено дел в связи с установлением личности",4736
"Всего по России (без КФО)","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-20.18085576
"Всего по России (без КФО)","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-1.251516506
