"Субъект","Пункт ФПСР","Наименование статистического показателя","Значение статистического показателя (за январь - июнь 2017 г.)"
"Челябинская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",985
"Челябинская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",103
"Челябинская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",417
"Челябинская область","3_11","Всего прекращено дел в связи с установлением личности",98
"Челябинская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-49.09090909
"Челябинская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",0.784313725
"Сибирский фед.округ","3_11","Всего разыскивалось лиц",22726
"Сибирский фед.округ","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",10019
"Сибирский фед.округ","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",11975
"Сибирский фед.округ","3_11","Установлено лиц из числа находившихся в розыске",11706
"Сибирский фед.округ","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",5300
"Сибирский фед.округ","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",5754
"Сибирский фед.округ","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",2519
"Сибирский фед.округ","3_11","Всего прекращено дел в связи с установлением личности",452
"Сибирский фед.округ","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-43.81468704
"Сибирский фед.округ","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-8.694339623
"Республика Алтай","3_11","Всего разыскивалось лиц",170
"Республика Алтай","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",102
"Республика Алтай","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",67
"Республика Алтай","3_11","Установлено лиц из числа находившихся в розыске",79
"Республика Алтай","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",69
"Республика Алтай","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",10
"Республика Алтай","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",18
"Республика Алтай","3_11","Всего прекращено дел в связи с установлением личности",1
"Республика Алтай","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-23.25581395
"Республика Алтай","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-5.084745763
"Республика Бурятия","3_11","Всего разыскивалось лиц",896
"Республика Бурятия","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",549
"Республика Бурятия","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",347
"Республика Бурятия","3_11","Установлено лиц из числа находившихся в розыске",277
"Республика Бурятия","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",252
"Республика Бурятия","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",25
"Республика Бурятия","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",77
"Республика Бурятия","3_11","Всего прекращено дел в связи с установлением личности",2
"Республика Бурятия","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-58.93371758
"Республика Бурятия","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-17.54874652
"Республика Тыва","3_11","Всего разыскивалось лиц",508
"Республика Тыва","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",461
"Республика Тыва","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",47
"Республика Тыва","3_11","Установлено лиц из числа находившихся в розыске",300
"Республика Тыва","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",294
"Республика Тыва","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",6
"Республика Тыва","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",4
"Республика Тыва","3_11","Всего прекращено дел в связи с установлением личности",0
"Республика Тыва","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",62.13592233
"Республика Тыва","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-8.888888889
"Республика Хакасия","3_11","Всего разыскивалось лиц",892
"Республика Хакасия","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",416
"Республика Хакасия","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",416
"Республика Хакасия","3_11","Установлено лиц из числа находившихся в розыске",537
"Республика Хакасия","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",218
"Республика Хакасия","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",259
"Республика Хакасия","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",38
"Республика Хакасия","3_11","Всего прекращено дел в связи с установлением личности",5
"Республика Хакасия","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-38.96103896
"Республика Хакасия","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-11.30952381
"Алтайский край","3_11","Всего разыскивалось лиц",3179
"Алтайский край","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",665
"Алтайский край","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",2348
"Алтайский край","3_11","Установлено лиц из числа находившихся в розыске",2506
"Алтайский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",446
"Алтайский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",1901
"Алтайский край","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",221
"Алтайский край","3_11","Всего прекращено дел в связи с установлением личности",12
"Алтайский край","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-60.40892193
"Алтайский край","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-1.55210643
"Красноярский край","3_11","Всего разыскивалось лиц",4393
"Красноярский край","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1656
"Красноярский край","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",2560
"Красноярский край","3_11","Установлено лиц из числа находившихся в розыске",1925
"Красноярский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",785
"Красноярский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",976
"Красноярский край","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",408
"Красноярский край","3_11","Всего прекращено дел в связи с установлением личности",40
"Красноярский край","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-35.93040847
"Красноярский край","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-12.56395679
"Иркутская область","3_11","Всего разыскивалось лиц",3191
"Иркутская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1189
"Иркутская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1817
"Иркутская область","3_11","Установлено лиц из числа находившихся в розыске",888
"Иркутская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",531
"Иркутская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",220
"Иркутская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",456
"Иркутская область","3_11","Всего прекращено дел в связи с установлением личности",24
"Иркутская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-43.03797468
"Иркутская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-2.176616915
"Кемеровская область","3_11","Всего разыскивалось лиц",2794
"Кемеровская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1828
"Кемеровская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",933
"Кемеровская область","3_11","Установлено лиц из числа находившихся в розыске",1940
"Кемеровская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1130
"Кемеровская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",777
"Кемеровская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",343
"Кемеровская область","3_11","Всего прекращено дел в связи с установлением личности",273
"Кемеровская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-46.50621118
"Кемеровская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-65.19337017
"Новосибирская область","3_11","Всего разыскивалось лиц",2102
"Новосибирская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",982
"Новосибирская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1059
"Новосибирская область","3_11","Установлено лиц из числа находившихся в розыске",934
"Новосибирская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",436
"Новосибирская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",447
"Новосибирская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",319
"Новосибирская область","3_11","Всего прекращено дел в связи с установлением личности",61
"Новосибирская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-47.78225806
"Новосибирская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",1.023890785
"Омская область","3_11","Всего разыскивалось лиц",1580
"Омская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",829
"Омская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",746
"Омская область","3_11","Установлено лиц из числа находившихся в розыске",742
"Омская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",393
"Омская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",345
"Омская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",236
"Омская область","3_11","Всего прекращено дел в связи с установлением личности",13
"Омская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-38.8252149
"Омская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",6.14973262
"Томская область","3_11","Всего разыскивалось лиц",1048
"Томская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",486
"Томская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",536
"Томская область","3_11","Установлено лиц из числа находившихся в розыске",466
"Томская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",283
"Томская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",157
"Томская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",243
"Томская область","3_11","Всего прекращено дел в связи с установлением личности",11
"Томская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-25.84269663
"Томская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",11.78247734
"Забайкальский край","3_11","Всего разыскивалось лиц",1973
"Забайкальский край","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",856
"Забайкальский край","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1099
"Забайкальский край","3_11","Установлено лиц из числа находившихся в розыске",1112
"Забайкальский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",463
"Забайкальский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",631
"Забайкальский край","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",156
"Забайкальский край","3_11","Всего прекращено дел в связи с установлением личности",10
"Забайкальский край","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-51.78335535
"Забайкальский край","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-10.70745698
"Дальневосточный фед.округ","3_11","Всего разыскивалось лиц",10270
"Дальневосточный фед.округ","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",5230
"Дальневосточный фед.округ","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",4450
"Дальневосточный фед.округ","3_11","Установлено лиц из числа находившихся в розыске",4530
"Дальневосточный фед.округ","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",2498
"Дальневосточный фед.округ","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",1489
"Дальневосточный фед.округ","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",1150
"Дальневосточный фед.округ","3_11","Всего прекращено дел в связи с установлением личности",327
"Дальневосточный фед.округ","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-40.39179104
"Дальневосточный фед.округ","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-1.312607945
"Республика Саха (Якутия)","3_11","Всего разыскивалось лиц",1512
"Республика Саха (Якутия)","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",629
"Республика Саха (Якутия)","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",864
"Республика Саха (Якутия)","3_11","Установлено лиц из числа находившихся в розыске",640
"Республика Саха (Якутия)","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",268
"Республика Саха (Якутия)","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",355
"Республика Саха (Якутия)","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",113
"Республика Саха (Якутия)","3_11","Всего прекращено дел в связи с установлением личности",56
"Республика Саха (Якутия)","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-42.82907662
"Республика Саха (Якутия)","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",0.81799591
"Приморский край","3_11","Всего разыскивалось лиц",2570
"Приморский край","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1524
"Приморский край","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",929
"Приморский край","3_11","Установлено лиц из числа находившихся в розыске",1022
"Приморский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",694
"Приморский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",221
"Приморский край","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",303
"Приморский край","3_11","Всего прекращено дел в связи с установлением личности",65
"Приморский край","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-39.4488189
"Приморский край","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",190.1709402
"Хабаровский край","3_11","Всего разыскивалось лиц",1933
"Хабаровский край","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1153
"Хабаровский край","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",628
"Хабаровский край","3_11","Установлено лиц из числа находившихся в розыске",758
"Хабаровский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",564
"Хабаровский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",70
"Хабаровский край","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",321
"Хабаровский край","3_11","Всего прекращено дел в связи с установлением личности",138
"Хабаровский край","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-53.18257956
"Хабаровский край","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-49.71042471
"Камчатский край","3_11","Всего разыскивалось лиц",564
"Камчатский край","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",316
"Камчатский край","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",238
"Камчатский край","3_11","Установлено лиц из числа находившихся в розыске",156
"Камчатский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",133
"Камчатский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",13
"Камчатский край","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",31
"Камчатский край","3_11","Всего прекращено дел в связи с установлением личности",4
"Камчатский край","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-21.21212121
"Камчатский край","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",36.80981595
"Амурская область","3_11","Всего разыскивалось лиц",2086
"Амурская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",638
"Амурская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1172
"Амурская область","3_11","Установлено лиц из числа находившихся в розыске",1451
"Амурская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",369
"Амурская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",809
"Амурская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",261
"Амурская область","3_11","Всего прекращено дел в связи с установлением личности",53
"Амурская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-32.90816327
"Амурская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",2.631578947
"Магаданская область","3_11","Всего разыскивалось лиц",373
"Магаданская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",242
"Магаданская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",121
"Магаданская область","3_11","Установлено лиц из числа находившихся в розыске",133
"Магаданская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",120
"Магаданская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",6
"Магаданская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",18
"Магаданская область","3_11","Всего прекращено дел в связи с установлением личности",2
"Магаданская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-26.41509434
"Магаданская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",10.57692308
"Сахалинская область","3_11","Всего разыскивалось лиц",846
"Сахалинская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",555
"Сахалинская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",288
"Сахалинская область","3_11","Установлено лиц из числа находившихся в розыске",278
"Сахалинская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",270
"Сахалинская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",6
"Сахалинская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",85
"Сахалинская область","3_11","Всего прекращено дел в связи с установлением личности",7
"Сахалинская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-22.25274725
"Сахалинская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-23.54570637
"Еврейская АО","3_11","Всего разыскивалось лиц",257
"Еврейская АО","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",154
"Еврейская АО","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",100
"Еврейская АО","3_11","Установлено лиц из числа находившихся в розыске",86
"Еврейская АО","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",76
"Еврейская АО","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",7
"Еврейская АО","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",18
"Еврейская АО","3_11","Всего прекращено дел в связи с установлением личности",2
"Еврейская АО","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-46.93877551
"Еврейская АО","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",44.44444444
"Чукотский АО","3_11","Всего разыскивалось лиц",129
"Чукотский АО","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",19
"Чукотский АО","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",110
"Чукотский АО","3_11","Установлено лиц из числа находившихся в розыске",6
"Чукотский АО","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",4
"Чукотский АО","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",2
"Чукотский АО","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",0
"Чукотский АО","3_11","Всего прекращено дел в связи с установлением личности",0
"Чукотский АО","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-36.36363636
"Чукотский АО","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",4.854368932
"Всего по России ","3_11","Всего разыскивалось лиц",138709
"Всего по России ","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",72498
"Всего по России ","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",62354
"Всего по России ","3_11","Установлено лиц из числа находившихся в розыске",53715
"Всего по России ","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",30382
"Всего по России ","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",19906
"Всего по России ","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",18654
"Всего по России ","3_11","Всего прекращено дел в связи с установлением личности",2585
"Всего по России ","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-32.64056191
"Всего по России ","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-14.00932252
