"Субъект","Пункт ФПСР","Наименование статистического показателя","Значение статистического показателя (за январь - декабрь 2016 г.)"
"Челябинская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",2190
"Челябинская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",228
"Челябинская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",599
"Челябинская область","3_11","Всего прекращено дел в связи с установлением личности",208
"Челябинская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-41.57986111
"Челябинская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-1.011378003
"Сибирский фед.округ","3_11","Всего разыскивалось лиц",39074
"Сибирский фед.округ","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",18436
"Сибирский фед.округ","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",18824
"Сибирский фед.округ","3_11","Установлено лиц из числа находившихся в розыске",26808
"Сибирский фед.округ","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",12929
"Сибирский фед.округ","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",12152
"Сибирский фед.округ","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",3435
"Сибирский фед.округ","3_11","Всего прекращено дел в связи с установлением личности",961
"Сибирский фед.округ","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-41.83673469
"Сибирский фед.округ","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-7.749296192
"Республика Алтай","3_11","Всего разыскивалось лиц",323
"Республика Алтай","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",220
"Республика Алтай","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",102
"Республика Алтай","3_11","Установлено лиц из числа находившихся в розыске",225
"Республика Алтай","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",186
"Республика Алтай","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",39
"Республика Алтай","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",22
"Республика Алтай","3_11","Всего прекращено дел в связи с установлением личности",3
"Республика Алтай","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-34.7826087
"Республика Алтай","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-5.084745763
"Республика Бурятия","3_11","Всего разыскивалось лиц",1478
"Республика Бурятия","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1034
"Республика Бурятия","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",444
"Республика Бурятия","3_11","Установлено лиц из числа находившихся в розыске",787
"Республика Бурятия","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",702
"Республика Бурятия","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",85
"Республика Бурятия","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",113
"Республика Бурятия","3_11","Всего прекращено дел в связи с установлением личности",19
"Республика Бурятия","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-53.86861314
"Республика Бурятия","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-13.04347826
"Республика Тыва","3_11","Всего разыскивалось лиц",937
"Республика Тыва","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",873
"Республика Тыва","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",63
"Республика Тыва","3_11","Установлено лиц из числа находившихся в розыске",744
"Республика Тыва","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",713
"Республика Тыва","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",30
"Республика Тыва","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",7
"Республика Тыва","3_11","Всего прекращено дел в связи с установлением личности",1
"Республика Тыва","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",56.8627451
"Республика Тыва","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-29.78723404
"Республика Хакасия","3_11","Всего разыскивалось лиц",1747
"Республика Хакасия","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",820
"Республика Хакасия","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",798
"Республика Хакасия","3_11","Установлено лиц из числа находившихся в розыске",1369
"Республика Хакасия","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",604
"Республика Хакасия","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",637
"Республика Хакасия","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",45
"Республика Хакасия","3_11","Всего прекращено дел в связи с установлением личности",11
"Республика Хакасия","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-40.47619048
"Республика Хакасия","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-7.142857143
"Алтайский край","3_11","Всего разыскивалось лиц",6192
"Алтайский край","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1284
"Алтайский край","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",4335
"Алтайский край","3_11","Установлено лиц из числа находившихся в розыске",5480
"Алтайский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1030
"Алтайский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",3883
"Алтайский край","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",268
"Алтайский край","3_11","Всего прекращено дел в связи с установлением личности",17
"Алтайский край","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-58.43694494
"Алтайский край","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-2.207505519
"Красноярский край","3_11","Всего разыскивалось лиц",7232
"Красноярский край","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",3000
"Красноярский край","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",3840
"Красноярский край","3_11","Установлено лиц из числа находившихся в розыске",4465
"Красноярский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1987
"Красноярский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",2100
"Красноярский край","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",471
"Красноярский край","3_11","Всего прекращено дел в связи с установлением личности",43
"Красноярский край","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-30.23930384
"Красноярский край","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-9.199318569
"Иркутская область","3_11","Всего разыскивалось лиц",4716
"Иркутская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",2158
"Иркутская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",2135
"Иркутская область","3_11","Установлено лиц из числа находившихся в розыске",2196
"Иркутская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1373
"Иркутская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",460
"Иркутская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",576
"Иркутская область","3_11","Всего прекращено дел в связи с установлением личности",55
"Иркутская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-40.68791946
"Иркутская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-2.991452991
"Кемеровская область","3_11","Всего разыскивалось лиц",5184
"Кемеровская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",3467
"Кемеровская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1663
"Кемеровская область","3_11","Установлено лиц из числа находившихся в розыске",4083
"Кемеровская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",2634
"Кемеровская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",1395
"Кемеровская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",680
"Кемеровская область","3_11","Всего прекращено дел в связи с установлением личности",581
"Кемеровская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-48.09215263
"Кемеровская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-56.67447307
"Новосибирская область","3_11","Всего разыскивалось лиц",3287
"Новосибирская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1617
"Новосибирская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1584
"Новосибирская область","3_11","Установлено лиц из числа находившихся в розыске",2023
"Новосибирская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",992
"Новосибирская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",948
"Новосибирская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",431
"Новосибирская область","3_11","Всего прекращено дел в связи с установлением личности",138
"Новосибирская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-44.87704918
"Новосибирская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-0.16722408
"Омская область","3_11","Всего разыскивалось лиц",2755
"Омская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1557
"Омская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1182
"Омская область","3_11","Установлено лиц из числа находившихся в розыске",1857
"Омская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1076
"Омская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",766
"Омская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",322
"Омская область","3_11","Всего прекращено дел в связи с установлением личности",37
"Омская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-39.86577181
"Омская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",6.860158311
"Томская область","3_11","Всего разыскивалось лиц",1756
"Томская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",891
"Томская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",815
"Томская область","3_11","Установлено лиц из числа находившихся в розыске",1088
"Томская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",619
"Томская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",420
"Томская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",307
"Томская область","3_11","Всего прекращено дел в связи с установлением личности",26
"Томская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-25.38461538
"Томская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",12.72727273
"Забайкальский край","3_11","Всего разыскивалось лиц",3467
"Забайкальский край","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1515
"Забайкальский край","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1863
"Забайкальский край","3_11","Установлено лиц из числа находившихся в розыске",2491
"Забайкальский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1013
"Забайкальский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",1389
"Забайкальский край","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",193
"Забайкальский край","3_11","Всего прекращено дел в связи с установлением личности",30
"Забайкальский край","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-47.36225088
"Забайкальский край","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-9.596928983
"Дальневосточный фед.округ","3_11","Всего разыскивалось лиц",16094
"Дальневосточный фед.округ","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",8311
"Дальневосточный фед.округ","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",6580
"Дальневосточный фед.округ","3_11","Установлено лиц из числа находившихся в розыске",9877
"Дальневосточный фед.округ","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",5384
"Дальневосточный фед.округ","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",3363
"Дальневосточный фед.округ","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",1991
"Дальневосточный фед.округ","3_11","Всего прекращено дел в связи с установлением личности",786
"Дальневосточный фед.округ","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-36.97247706
"Дальневосточный фед.округ","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",0.612036722
"Республика Саха (Якутия)","3_11","Всего разыскивалось лиц",2187
"Республика Саха (Якутия)","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",818
"Республика Саха (Якутия)","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1339
"Республика Саха (Якутия)","3_11","Установлено лиц из числа находившихся в розыске",1310
"Республика Саха (Якутия)","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",477
"Республика Саха (Якутия)","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",805
"Республика Саха (Якутия)","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",241
"Республика Саха (Якутия)","3_11","Всего прекращено дел в связи с установлением личности",167
"Республика Саха (Якутия)","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-41.68336673
"Республика Саха (Якутия)","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-1.183431953
"Приморский край","3_11","Всего разыскивалось лиц",4097
"Приморский край","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",2499
"Приморский край","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1313
"Приморский край","3_11","Установлено лиц из числа находившихся в розыске",2424
"Приморский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1608
"Приморский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",551
"Приморский край","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",431
"Приморский край","3_11","Всего прекращено дел в связи с установлением личности",119
"Приморский край","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-35.28528529
"Приморский край","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",154.5112782
"Хабаровский край","3_11","Всего разыскивалось лиц",3056
"Хабаровский край","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1888
"Хабаровский край","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",884
"Хабаровский край","3_11","Установлено лиц из числа находившихся в розыске",1642
"Хабаровский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1217
"Хабаровский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",185
"Хабаровский край","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",737
"Хабаровский край","3_11","Всего прекращено дел в связи с установлением личности",309
"Хабаровский край","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-46.27887083
"Хабаровский край","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-40.09708738
"Камчатский край","3_11","Всего разыскивалось лиц",750
"Камчатский край","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",457
"Камчатский край","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",266
"Камчатский край","3_11","Установлено лиц из числа находившихся в розыске",347
"Камчатский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",291
"Камчатский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",29
"Камчатский край","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",43
"Камчатский край","3_11","Всего прекращено дел в связи с установлением личности",8
"Камчатский край","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-30.18867925
"Камчатский край","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",32.16374269
"Амурская область","3_11","Всего разыскивалось лиц",3746
"Амурская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1108
"Амурская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",2092
"Амурская область","3_11","Установлено лиц из числа находившихся в розыске",3109
"Амурская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",838
"Амурская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",1728
"Амурская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",380
"Амурская область","3_11","Всего прекращено дел в связи с установлением личности",155
"Амурская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-35.33834586
"Амурская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",2.61627907
"Магаданская область","3_11","Всего разыскивалось лиц",598
"Магаданская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",446
"Магаданская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",129
"Магаданская область","3_11","Установлено лиц из числа находившихся в розыске",333
"Магаданская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",305
"Магаданская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",8
"Магаданская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",25
"Магаданская область","3_11","Всего прекращено дел в связи с установлением личности",5
"Магаданская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-19.63190184
"Магаданская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",7.547169811
"Сахалинская область","3_11","Всего разыскивалось лиц",1112
"Сахалинская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",787
"Сахалинская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",320
"Сахалинская область","3_11","Установлено лиц из числа находившихся в розыске",481
"Сахалинская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",448
"Сахалинская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",29
"Сахалинская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",113
"Сахалинская область","3_11","Всего прекращено дел в связи с установлением личности",18
"Сахалинская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-20.68126521
"Сахалинская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-20.34883721
"Еврейская АО","3_11","Всего разыскивалось лиц",407
"Еврейская АО","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",286
"Еврейская АО","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",118
"Еврейская АО","3_11","Установлено лиц из числа находившихся в розыске",224
"Еврейская АО","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",197
"Еврейская АО","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",24
"Еврейская АО","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",21
"Еврейская АО","3_11","Всего прекращено дел в связи с установлением личности",5
"Еврейская АО","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-43.31210191
"Еврейская АО","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",31.88405797
"Чукотский АО","3_11","Всего разыскивалось лиц",141
"Чукотский АО","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",22
"Чукотский АО","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",119
"Чукотский АО","3_11","Установлено лиц из числа находившихся в розыске",7
"Чукотский АО","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",3
"Чукотский АО","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",4
"Чукотский АО","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",0
"Чукотский АО","3_11","Всего прекращено дел в связи с установлением личности",0
"Чукотский АО","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-16.66666667
"Чукотский АО","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",1.923076923
"Всего по России ","3_11","Всего разыскивалось лиц",211226
"Всего по России ","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",114891
"Всего по России ","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",88751
"Всего по России ","3_11","Установлено лиц из числа находившихся в розыске",117437
"Всего по России ","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",67449
"Всего по России ","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",42937
"Всего по России ","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",25711
"Всего по России ","3_11","Всего прекращено дел в связи с установлением личности",5854
"Всего по России ","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-31.06791347
"Всего по России ","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-12.06443337
